,2020-05-05
0,艾林不爱你：天天盯着电脑看，视力不知大了多少
1,影荽06347：我需要一款防蓝光眼镜
2,加里敦大学学沫：丹阳的有木有，咱们上热搜啦
3,五月de行者：@Keirazeh
4,李君的世界：好。
5,阁楼里的Z：用处不大
6,聆听者89757：是不是真的有用
7,忽儿火热：买防蓝光大军中的一员，怕近视
8,Joylovever：我大丹阳也上热搜了，不容易
9,_xxxxmin_：没上课的我也搞了个
10,祭忆如风：周围同事去丹阳出差都会买眼镜回来
11,尤赫之恋：然而我配了后就没戴过几次
12,矩估计估计mmc：🐮
13,低调的饺子蜀黍：@不淡定姐
14,小敏敏嘟嘟：没用的，还不如让眼睛多休息一下
15,热热和大佬：我近视，估计度数涨了不少
16,刘广财同志冲鸭：码字必备
17,祝我2020暴富：真的需要
18,my猫鱼0525：防蓝光手机膜不香吗 😳
19,唯尊装饰-史云艳：丹阳人的骄傲
20,我要变富婆yep：我刚去配了防蓝光的眼镜
21,May梅512：我就买了，给学生上课
22,雾凉勿良：护眼的眼药水也应该卖的不错，毕竟我一直在用
23,爱米梨：记住丹阳这个地方，网上买这个地方的眼镜质量都可
24,我超喜欢做cai：哈哈哈哈哈哈哈 需要需要
25,浪里白条儿哟：@Johannes请闭嘴 你们丹阳
26,明天一定早睡嗷：这个管用吗！
27,Oeliover：然而疫情期间视力还是下降了
28,Z01xi：我现在上完课就流泪
29,玺欢你呀呀呀z：说实话真的在家度数蹭蹭往上涨
30,sunny小锦鲤：@天煞骨戒
31,伊啊伊红美男：@你没有良心-你没有朋友 今年的我还是为眼睛行业做了一点点贡献的
32,不喝咖啡的柴大人：@哈哈怪网上冲浪
33,三观超正的小兔子姐姐：@在下小左蜀黍
34,金苏_梵天：#全球每2人戴的眼镜有1人镜片产自丹阳# #上网课促使防蓝光眼镜大卖#！眼镜产业逆境求生...
35,全是甜份：去美国吧！最近那边丧葬服务市场需求毕竟大
36,说给情感bot：专业团队，值得托付！
37,Blyaboie：可怕...现代死神宣布环球旅行
38,孙箫迪DEAN：死亡是新的开始，可敬的文化
39,到底要叫什么好：去美国呀，那里将会是他们事业的第二春！
40,大白牙本牙：这倒也不必
41,"文史老夫：这实打实的""巫""。"
42,"青辣椒炒红辣椒炒肉：你出事, 我来扛"
