,2020-02-02
0,在下莫要胖：关键是提前返校未报告……为啥瞒报，非常时期就不要做非常之事，对自己负责也是对大家负责。
1,山崎野菜：我们学校发了七八个通知不得提前返校不得提前买票
2,IcesunnyForest：西农？
3,inmol：有些研究生要急着做实验的，都不容易。
4,冰冰杨hzau：唉，我计划的可好了，放假前打了老鼠，节后回去收样。尼玛，这下废了，我现在还伤心呢
5,海上梦微：你看他俩啥专业……
6,共27条回复
7,四川毛家黔夫长三角总兵葛羽飞：找别扭
8,别踩我AJ就行：处分过了吧，会留档的
9,夜幕有光：你有想过后果？万一携带病毒感染体谁能担得起责任，众志成城抗病毒的时候身为当代大学高材生这点自我约束力都没有还公然瞒报不配合政府工作，上学上到茅坑去了？这种学生将来也不会有什么作为，自私自利能有什么好盼头以后
10,腰呀细呀细：毕业前会销档的
11,共12条回复
12,爱之幻乐小鸟：我寻思2号也是太早了吧
13,拉拉手一起变身吖：我猜是，如果不回去的话，毕设要做不完了…真的尤其我的研究生师姐也是…急得不行又没办法，实验没发赶啊…
14,小青年pakka：主要是瞒报…
15,共4条回复
16,小哥哥莫紧张：他是回学校住还是在外面住
17,玖玖叁ZHANG：提前返校在外面住能行不
18,小心彩彩揍你丫：同问
19,共6条回复
20,晓灰灰灰要起个范儿：讲道理我们学校每天发一遍通知不让返校，而且还说了返校会处分，这俩还回去
21,山东龙丹妮：我姐他们学校通知上写的是“恳求各位同学别提前返校”
22,晓灰灰灰要起个范儿：而且发通知宿舍楼都封了
23,共5条回复
24,伦不到你说话：是家里给不了温暖吗？
25,un媛圆园：男女朋友吧。
26,滋滋_roha：开这种玩笑抖这种机灵？？？
27,Daydreamer04：是男女就得一对？
28,共5条回复
29,bluememoryly：一对？
30,水煮美人鱼000_32005：哈，您也就只能想到这个层面了
31,灵犀vip：我的毕业论文怎么办，实验刚做完，数据还没处理 ¡评论配图
32,共1条回复
33,天堂鸟之语：这件事情能不能不要这么大肆渲染！对于两个学生—一个研究生，一个本科生，不依不挠是想搞哪样？不怕伤害了两个年轻人嘛？舆论不要再渲染了！闲的蛋疼！有时间去武汉，寻找正能量！
34,一碗螺蛳粉不加香菜：？？满嘴胡言乱语，戴口罩了么现在什么情况不了解么？千叮咛万嘱咐不可提前返校，病毒就是这些不听指挥的人传播的不是么？为什么要大肆渲染，杀鸡儆猴的道理你应该不懂，若大家不知道提前返校的后果以为没事儿人人效仿，那病毒传播永无停止之日
35,共3条回复
36,Cocooooll：
37,付栋栋栋：异地恋！
38,leliel315：我们都不让返校
39,Daydreamer04：我们也不让好吗 不是私自会处理？
40,leliel315：回复@Daydreamer04:学校都通知老师了，不让要求学生回，回去的不提供住宿，还处分
41,布叽布叽007：杀鸡儆猴，让其他想提前返校的看看
42,小呀小呀李小子：我弟弟学校的，
43,享受生活001：
44,Mr_钟正强：
45,rosharechieyar：妈耶是我大西农
46,我不做后期：说实话，我也想提前返校
47,XzMavis_：研究生不会衡量事情的轻重缓急？
48,未与小末：你怕是不知道实验中断的严重性
49,养乐多cat015：对...研究生都分不清，你的给他们上课讲一讲
50,共35条回复
51,-民啊-：该背时
52,bluememoryly：可能过年钱没了
53,藏在水里的鲸鱼：处分？
54,这谁受得了呀：现在都说什么……老老实实在家待着就是对社会做出了的贡献
