,2020-02-22
0,江南难寻：说的好像你投票有用一样 这不是狗拿耗子瞎操心吗？
1,探海淘沙：他把自己当奥委会了
2,遙遠的重逢張察慧：考古挖掘出的兩漢墓葬壁畫中，家宅捕鼠的是犬。 《三國志·魏書》：「我之有斐，譬如人家有盜狗而善捕鼠，盜雖有小損，而完我囊貯。」可見一直到西晉時期，家狗捕鼠更常見。至於家貓捕鼠那都是北魏時期的事了
3,共24条回复
4,肥荣V：这情况不至于取消吧，最多延期而已……
5,NeO-大欧：那是日本掩耳盗铃，大家等着看吧，这届奥运搞不成了
6,尤栗neko：延期会不会变冬奥了😂 夏季奥运会七八月开的吧，再延期都秋运会了，然后就冬奥了……明年再举办?
7,共12条回复
8,樱桃肉丸子呀肉丸子：天呐 这是一个官方微博吗 这都什么玩意
9,亚沙罗：你不知道日本真实现状，很多出现症状的日本民众在推特上说医院不接收，zf设置高门槛才能检测（连续发烧4天以上，有呼吸困难，重症了才。。），不检测就不会确诊。。。
10,乳名柒奶：这情景不和之前的武汉一毛一样么
11,共16条回复
12,姜女不尚铅华：直接把奥运会取消吧，反正现在奥运会也不公平公正了
13,·Bucky：你这说的，多少运动员辛勤努力等的就是奥运会啊
14,hbnmzl：那运动员咋办 准备那么久
15,共48条回复
16,丽江李瑾：看情况延后吧
17,Keyyan-：要是不延期，将会成为，一个全球的春运
18,一场林落：放心，不延期的话，很多国家也不会派人去的，命重要比赛重要？
19,阳光下的小笑脸：看疫情的情况了
20,Whysoserious-yt：看了那个什么邮轮的新闻没   船上那么多感染的   结果到港口直接解散了  
21,芙珑山庄：提出这种问题的媒体，拉黑了
22,風頭黑獼猴：1938年日本因为侵略武汉取消了奥运会，这次是因果吧
23,肥炳：变冬奥会？
24,NeO-大欧：冬运会是咱们国家
25,唐伯虎点春分：怎么可能取消，日本民众也和闹着玩似的，办一场奥运得花多少钱，日本民众天天抱怨经济不好，政府花钱办奥运了想拉动下经济，一旦取消又是一顿饥荒恶性循环！所以支持延期哪怕明年都行！但取消对他们真的打击很大！但是延期又面临着建好的这些设备维护，又是一堆钱！哎
26,准十一11：对日本影响大，关我们什么事，日本沉了最好
27,共2条回复
28,尚昶月：看好自己的门，管好自己的人。
29,懒猫cat900：看好你自己，管好你的嘴
30,山寨一枝梅：别搞到最后日本取消了中国又来接手
31,枯守青灯世间苦：英国打算接手了，中国现在情况危险可能办奥运会?中国控制住了肯定是要对韩国和日本搭把手的，中日韩合作说不定因此再次加深，不过这次运动会泡汤了的话安倍也要下台了。
32,共7条回复
33,梦随-风万里：可以选择不去参加
34,_挡不住的宰旅客潮：这个测试的意义不在于测试这节车厢的人有没有种族歧视，而是为了告诉看这个视频的人，不要随意把中国人和新冠肺炎划等号。换到国内同理，不要一见到湖北人就反应过激恶语相向。
35,旖聪：谢谢
36,噯管闲事：善意是不分地方的
37,黄俊伟-wbpluto：暖心👍还是好人多就好
38,千阳之城：文明之光
39,我是酷酷鱼鱼：
40,_草木繁华_：一起加油！
41,YounG_Wild__Free：现在已经有出院的患者居家隔离耶
42,瓶安斯大林格勒：方舱吧
43,凌轩轩矣：鬼话，我们这里（鄂州鄂城花湖镇）一条街几个幼婴店已经断货一周多了，连尿不湿就没有，我家半岁宝宝只有1罐奶粉，每天都是用稀饭交替喂，你们一张嘴，低下饿成鬼！
44,共4条回复
45,小苍耳r：加油！早日解决
46,伪装书生意：基本缓解就是还没解决的意思啊
47,贴两个OK绷的手：基本缓解还要加大投入才行，小孩不能没有奶粉喝
48,一定是特别的缘分g：
49,bl90：中国胜利！武汉加油，湖北必胜！
50,娱乐音乐追综：感谢博主分享
51,黑涩的吊带裙：加油。
52,薄荷控的人伤不起：奶粉存仓库里，我们关家里出不来，有个屁用啊，孩子的尿不湿也没了。网上买了好几天都不发货。
53,心心悦2017：把京东天猫开通了吧，母婴店超市太贵了，没听过的纸尿裤都是三五块一片
54,共1条回复
55,淹没尘埃中的饼子脸：买的奶粉到县城一个星期没动了，就看你们发各种很好，没问题，完全OK！
56,皆伴：有空常互动。
57,阿Q墨冉100：众志成城，共抗疫情
58,Dao非：中国男子好样的
59,刘翠花她妈：男生好棒！
60,极暗至光：在国外的同胞们，希望你们保护好自己。
61,呐呐丶你有事情吗：给这个男生点赞
62,徐研玲：中国男生好样，遇到同胞受到侵害，就应该站出来
63,冰封的火焰015：德国本土的居民真的让我越来越失望！
64,瞿展：应该为这个中国男生发见义勇为奖
65,海风油画：坚决反对种族歧视！为勇敢站出来保护同胞的华人小伙子点赞！
66,女寝bot：我呸！
67,无糖欧包：德国“新纳粹党”“光头党”种族歧视很厉害，在外华人小心。
68,三十五分十六秒：为什么西方总是出现这样极端排外的情况？不仅无礼，而且显示出他们的素质之低。最为关键的是，西方媒体报道中还有种族歧视，毫无人性可言。
69,叫我小辰同学：有毛病吧
70,脑壳有泡吗：有必要吗
71,醫美面膜芙清敷尔佳：真的委屈🙉
72,于建嵘：
73,共1条回复
74,mao毛李惟怡：敢问那位为了写论文隐瞒实情的人，看到这些新闻作何感想？！
75,共2条回复
76,辛歌1：造成今天这样严重后果 找谁问责呢？
77,共1条回复
78,FatDaXin-：长大了才理解什么是：有些人活着但他已经死了，有些人死了但他依旧活着
79,爱摄影的野生梦想家：致敬
80,老王爷儿：你们辛苦了一路走好
81,热爱银行账户的白瘦美：我真希望死的是我前任
82,共2条回复
83,___Alone安静1990：能查到谁吃野味了吗？抓起来一辈子别放出来了，这是祸害了多少家庭啊！
84,共3条回复
85,HNZSX：怎样感染的？
86,不猜不猜就不猜：追责，追责，追责 必须有一个说法告慰亡灵
87,云67591Eric的奶奶：政府部门改反思一下
88,站在光能找到的地方：
89,远山松塔：又看见套话，厌恶之极
90,河洛毛郎：民族大疡！可悲可叹可怜可恨！
91,Jeff英语：🌱#词海拾珠#🌱 ⭐️出行限制：travel restrictions ⭐️foreigner  外国人
92,渐渐件件的萨拉：这个配乐真的是太有魔性了哈哈哈
93,LynnYap8888：Nice 👍
94,Todayxc33：Nor China can be stopped in this special period . I China! Jiayou
95,unsee_babe：太可爱了
96,SerendipityGio：
97,不再周游的喇叭花：The music is too noisy🤓
98,Wesley_1111：
99,驹驹三缺一：是我们学校的外教老师
100,suifeng1064：祙子不错
101,要像陈正正一样努力鸭：喜欢😍
102,三年二班斗牛的mv：game name？
103,三年二班斗牛的mv：游戏名字
104,共1条回复
105,Yilia咿莉亚：哈哈哈我们学校的外教太棒了
106,菁菁夜耶：@MatthewsKing
107,共1条回复
108,财神姐：隔离观察，更严谨，没毛病
109,月光yueguangyueguang：这个好
110,HB_CL陈亮：隔离观察为人为己
111,清泉与茶bx：隔离观察，对自己负责，也对家人负责！毕竟平安第一！
112,gogo256：这个一定要！对自己对大家负责
113,woo253：完全拥护
114,李步智：这个真的要严点，最好象非典一样消失。
115,君哥0612：专家说得很明白！
116,预测一未来：要滴
117,遗忘的zhhys：辛苦了
118,奔跑吧龙43417：这
119,叼着不点的烟：不管是对患者、对家属，对社会都是好事，应该严格一些
120,003是核动力：大手笔
121,吴毅强Dick：表扬但不提倡
122,共5条回复
123,黄埔一投：看似是对租户的支持，实质是丽江游区的自救，大家都在同一条船上，互依互存。
124,木木丶mumu：棒棒哒，这样总比杀鸡取卵强出百倍千倍。
125,Jay-Wong：减租可以但不提倡免租 除非银行可以免还贷款
126,共2条回复
127,在西藏的浙江人：中国好房东
128,新华联人：中国好人，同舟共济！
129,淘气包hui：好房东
130,郭彦彦：这种新闻快闭嘴，报道就是诱导，有点法律精神
131,陈梦迪耶ye：每年都是两次的束河啊，真的太太太安逸了，谢谢在那里遇见的每一个人，无论客栈老板，还是酒吧老板，还是咖啡馆老板，还是歌手小姐姐，想念你们
132,淘淘淘淘o玉：国家是不是应该对商铺租金有一个合理的规划，划定一个限度，不然不良租户过分涨房租，导致商铺破产，这也是现在经济不景气的重要原因，商铺更迭频繁，人们手机没钱，也没法消费，恶性循环，特别是小县城，问题特别严重
133,共1条回复
134,淘淘淘淘o玉：有人在疫情期间涨一倍的房租，趁着疫情趁火打劫
135,田心言吾123：现在还去旅游啊还是保命吧。别给家庭社会医务工作者增加负担吧！！
136,飞翔的虎3321：和谐社会
137,芝士小番茄--：有格局
138,上海银娃娃：转发微博
139,王_小豆：同心协力，早日战胜疫情，疫苗已经传出好消息了，很快一切都会好起来了，春天在路上！
140,阎良小白搬运工：用音乐感动世界
141,关二爷V：用心声驱赶病毒，世界人民在一起。
142,可爱又迷人的反派角色Rachel-：谢谢你们爱无国界
143,华尔街超新星：感动..
144,傅谋克：在路上！在路上！在路上！敢问路在何方？
145,sharezzq：人类命运共同体
146,西风的声音：多美好呀！相信我们一定可以扛过去的，愿大家都平安
147,西风的声音：泪不止
148,MJ喵酱：感谢
149,放山土狗子大人：
150,区块链一枝花：在路上，不彷徨。
151,slowly咸鱼：是个好老师把学生当自己孩子才会这样
152,不够优秀的lala：学生遇到这么爱他们的老师很幸福了
153,夜行rocket：这是负责的老师，把学生的事情放心上了
154,一只小豆子0v0：对不自律的同学影响真的很大
155,啊啊啊啊啊啊啊萍_2：至少是把学生的前途看的很重的老师
156,Rochelimite-：艺术生最惨，就靠这几个月提升文化课
157,共23条回复
158,Unpredictable-cookie：很多老师真的很为学生着想，把学生看作自己的孩子
159,壹枚搬砖工：高三的老师对学生都是负责的，毕竟关系到自己的奖金
160,玖CJ：铁汉柔情
161,小新爱popo：老师：令人头秃
162,共1条回复
163,James大江：为考高做好准备，新京报牛
164,江漓呢：全国情况都一样，也不要太急了……
165,老王爷儿：痊愈后再自我隔离14天
166,共37条回复
167,脱单群高个群1：这个病毒太狡猾，严防复发
168,共1条回复
169,纸扎铺老板娘：支持！以防万一还是多隔离一阵子吧
170,共3条回复
171,熊熊部落：支持！以防万一还是多隔离一阵子吧
172,纸扎铺老板娘：支持统一再隔离14天，这样出院了也比较放心
173,幻觉欢笑声：这病毒也太TM狠了
174,Yuting_宇婷婷婷婷：我是邯郸一位确诊病例家属，治愈之后在指定医院医学隔离14天，一切正常。今天早上去邯郸血站进行了血浆捐献，希望可以帮助到更多病人。但是献血回来，社区书记不让进，献血之后身体虚弱，现已在小区门口站了几个小时。
175,共22条回复
176,纸扎铺老板娘：支持！以防万一还是多隔离一阵子吧，回家隔离家人还是有风险的
177,HYH吴情：防止再次感染
178,知足常乐的小蜗牛：一路摸索一路完善一路积累。
179,一个不愿意透露姓名的妇女主任：没毛病，这个病毒太滑头了，💩 和尿里都有，太特么恐怖了！
180,十三小198011：支持，严防复发！
181,牙医造齿农：其他地方一直是出院后居家隔离14天，现在要求是定点医学隔离观察，升级了
182,拿不到血汗钱的农民工：专家多了都不知道听谁说的算啦
183,在西藏的浙江人：你说什么？我应该怎么做？
184,共1条回复
185,_Mr_Duan_：缺乏科学常识，不会独立思考，这是最致命的。
186,员外叔2012：你咋不早说，我家猫咪天天喷酒精~
187,共4条回复
188,Deng-KK：那到底是消毒比较毒还是病毒比较毒
189,Angel枫影：专家是贬义词，望周知！
190,今年拜托了：哦
