,2020-02-05
0,透明的水无痕：世卫组织这是顶着多大压力说这些话二三十个国家都有了，国外都人传人了，还不限制？是你们自己没感染么？
1,eleven-chan：世卫已经要失公信力了！！
2,欢铭：一个人缺什么都不能缺良心，用着中国的国家资源，说着对中国不利的言语，怼着秉持公道的世卫组织，我也是挺“佩服”你这样的身在国内，心在国外的披着兽皮的人了！
3,共46条回复
4,娱乐音乐追综：内容很精彩！
5,Himan尚：一切都能理解，一个国家首要考虑自己公民的安全
6,龙久哥龙大大：已经够仁至义尽了WHO
7,小哪吒文雄：石专家那条微博所有评论都被删除了？为什么不连内容都删了？
8,欢虎他爸_214_398：理解
9,灿妈生活志：能理解，但是也很无奈。2月底想回国的回不去了
10,娃是妈妈的救赎：这很正常啊，谁不怕有瞒报到时候吃不消
11,始终不够：退票啊
12,昊天维德：操
13,海底小纵队09158：这疫情什么时候能结束啊，隔离在家里闷得慌！
14,寻梦的孤行者：现在口水哽到都要吓死人了
15,不可思邑啊：我也是有咽炎，去买个药，人家要求登记，我都赶紧不要了，不是急用的，生怕被误会
16,共52条回复
17,藕塘天空：哈哈哈哈哈，我家谁要是咳了一下，我也会紧张询问
18,苯酚2016：我家🐶咳一下，我也紧张
19,本兮头号黑粉：会不会是美国流感
20,林深时见鹿y123：这个想法很大胆
21,其实什么都没有什么都不是：这个想法可能要成真了
22,共4条回复
23,蒺藜谷：赶快隔离！隔离！          🌾 🌾
24,藏小虎本虎大师姐的细胞生物学课：你留言右边这两簇谷穗很别致啊，怎么加上去的?
25,共5条回复
26,今天能不饿吗：好笑又好哭 快点过去吧
27,今天能不饿吗：一切快点好起来吧
28,小松许和大恐茸：生怕被立马隔离的求生欲
29,躺在太平间好冷：当消灭了尖锐的批评，温和的批评就变得刺耳。当消灭了温和的批评，沉默都变得居心叵测。当沉默也被消灭时，赞美的不够卖力就是一种犯罪。 不知谁先鼓起了掌，那么大家一起鼓掌吧，谁先停下来谁就得死。
30,种花小能手噢：我TM就好奇中国网络空间里还给你这样的网奸土壤，真不是我国一贯风格，只能说渣浪屁股歪了
31,路边录歌的鹿：这点我们可不学西方
32,共31条回复
33,Relief解脱了：总干事您也要注意身体！世卫组织奔忙世界各国的卫生领域防护，辛苦肯定无法衡量，地球人感谢有你们！
34,Mr倪倪倪：是的，地球感谢有这样的领导组织
35,Stupid橘猫：三连否：我不是，我没有，别瞎说
36,小王不爱吃香菜or：哈哈哈哈哈哈哈！！！！！！
37,军机特情局：测一下吧
38,格勒占堆：抵制谣言，WHO都联合Google、腾讯、推特等社交媒体平台行动了，@微博客服 @曹国伟 @来去之间 新浪微博谣言天天有，你们的措施在哪？冒用他人身份注册微博仗着虚假身份无所顾忌转发扩散谣言的账号该不该清理？该不该落实实名制？@国家网信办举报中心
39,舒扬1933：老谭挺幽默！
40,标题汪：团结 团结 团结
41,做一个不寻常的梦：外交部辛苦了
42,ICU胡医生：谈冠色变啊
43,重劒無鋒：顽皮！
44,福禄亦夀禧：川普就是大灭霸
45,LeBron王朝阳：机智&幽默范儿！
46,蹦擦擦的猫啊：前两天早上喝水呛了，咳了一早上，开车回自己家拿电脑充电器的时候遇到警察叔叔查体温，我咳嗽了一下，警察叔叔立马紧张起来了问我是不是在咳嗽
47,等待合适的你的出现：999牌，你值得拥有
48,IchbinFelix666：
49,kissyzhang：我打个喷嚏我妈都想举报我，理解这种感觉
50,桥望：您是中国人的朋友
51,彩笺灵灵：
52,冬季風玲：我慢咽炎的很慌
53,-朱英俊-NOVEMBRE：可是他来过诶。。。
54,甜甜_Rebecca：别怕，我只是一本正经的搞笑
55,耐_克-阿-迪_工-厂_店：现在口水哽到都要吓死人了
56,茹敏华_201：现在口水哽到都要吓死人了
57,money2989：全世界唯一不受美国控制操纵的世界性组织！
58,田子華JTian_天下定於一尊：会场也是人群聚集地，美国总统都躲进白宫地下室开会了，世卫组织倒是很淡定。
59,hhhhhhhhhhxxw：立马隔离
60,faico：这里密集聚众
61,埃尔森M：刚来过中国，哈哈
62,才让冷珠：全球现在都不好过！永久冻土现在摇摇欲坠！英国刚脱欧！巴以问题！美国流感！澳大利亚大火！南北极加速新陈代谢！我最担心的事情是永久冻土融化！这比战争恐怖[泪奔]
63,藏小虎本虎大师姐的细胞生物学课：感冒在家(不咳，咽痛，低烧)，被亲戚催了N次去医院，吓得感冒病毒第二天就退烧了~再不退我怕她们举报我叫救护车给拉走~
64,新ID想不出来就这样用吧：这也是新闻啊
65,爱泡芙的胖纸：觉得……旅游还是暂停吧。暂停1个月。可能经济上，双方都会有暂时的损失，暂时推动不了……保障双方安全的前提下，会比较好。以后，合作共赢的机会会很多。
66,天字出头夫做主：
67,秃如其来的多多：这发音是科罗娜没错了
68,红尘一肖z：
69,舞淸：@OrpheuS_U 印哥lish
70,冰糖部落格：他不用隔离的么
71,梨影琼辞：我过敏性鼻炎，一打喷嚏，我就紧张
72,蝙蝠蛋炒饭：我早上涮完牙干呕了一下，吓出一身汗😓
73,改了名你就找不到我啦：行吧 我2.7出发去大阪航班已经取消了
74,占豪：这个总干事虽然没顶住压力，但还算不错的，没有完全跟着美国指挥棒走！
75,IMA酱：😂厉害了
76,·下次一定不熬夜了·：这不就是我吗平时家里人咳几声我都要投去怀疑的眼神
77,招財豬龢依聲：后面那个大叔抹了一把脸忍住了
78,刘世迪：有些国家过度紧张了
79,别看我是一只玺烊烊：隔离隔离
80,忽然就不喜欢了：要不要再测一下
81,星辰点点阳光满满：看多了戴口罩，看到没有戴口罩就怕
82,123幸运猪：
83,前途似海-来日方长：咳咳咳咳咳咳…咳咳咳…咳咳咳咳咳咳
84,不羁放纵爱抡博：不要乱奶啊
85,落雪樰：自带幽默感
86,我就是乔妹啊：
87,24号楼下的白杨：他国想制裁我们，利用疫情向世卫施压，借刀杀人，不能让米国得逞
88,吴先成：曲协：你要高雅！
89,长春路粉笔头：请不要给自己加戏
90,搏兔哈哈：本想打瞌睡，瞬间集中精力
91,"Keep-love2020：Solidarity is only way to win the coronavitus,not believe rumor and not be panic"
92,西班牙爱德华：全世界都在为人类担忧时，香港的某些医务人员已经忘记了自己的天职，全部变成了政治家
93,智旻尼JIMIN：对我也是，不敢咳嗽怕吓着自己
94,西米西米咕咕吧：我现在打个喷嚏都害怕
