,2020-05-09
0,Tiamo3o：感觉美国会供不应求
1,那你今天也要开心呦：生产工人做的时候可能很痛苦，想想都可怕
2,星星糖1372：很心酸的消息，这么多人去世。而且肯定都是些贫民百姓，这些人有什么错呢，得不到国家的支持，得不到救治悲惨的死去。
3,共1条回复
4,王玉成：好可怕啊
5,桃子味鱼摆摆：为什么不是积极生产口罩
6,共1条回复
7,Juliet0011：很心酸
8,心好不用持斋：
9,混市小农民：张口就来
10,叶叶虾虾：阴公
11,巨腾工具：我的天
12,哀泽拉丝：赶快好起来！
13,陰森森森：欧洲哪个国家顶的？
14,枣庄新视野：支持你
15,余果粑粑Yugo：出口美国祝大卖
16,24点8分过后再无NBA：死了15w，定100w个，未雨绸缪这点做的真好
17,共1条回复
18,一个非热心观众：我以为义务百万裹尸袋订单是个梗来着
19,米sugirl：我们积极生产口罩，你们生产装尸袋
20,小陆6070935099：世道变了，黑人抬棺竟然成明星，裹尸袋竟然带动经济增长
21,今夕是何恋：到底死了多少人?
22,阿璐大姐姐：@变形钢筋lll 天呐
23,共1条回复
24,水天悠鸿i：新冠肺炎，西方竟然争相拨病人的管，让老人放弃救治，全力抢购裹尸袋，抢建停尸房，抢挖万人坑，想方设法抛弃老人弱者穷人，这不是禽兽之所为吗？太无耻、太无能、太残忍了吧？还有人向往西方，拖家带口求移民，是眼红其万人坑吗？
25,说给情感bot：就喜欢看新闻联播怼人
26,共5条回复
27,隻琪：无耻下作！推锅！！！
28,共15条回复
29,全是甜份：自由国度美利坚，没钱看病先靠边，搞笑博主特朗普，口无遮拦像二虎，百姓生死放一边，军备股票最优先，干啥啥不行，甩锅第一名
30,共11条回复
31,五彩画笔：无耻至极！！！
32,共11条回复
33,趙鳳華_：能让新闻联播连着吐槽的也只有美国这种无耻之徒了
34,共2条回复
35,磕冰bot：有些人 就是死皮不要脸
36,共5条回复
37,白居易下山种豆：无耻至极！！
38,nzm4bqs：哎还是我们太文明了
39,共1条回复
40,HD不是铁憨憨：美国:我撒谎欺骗找替罪羊 但我是个好国家
41,听风穿林打叶：无耻至极！无耻！
42,一路上有你ZL：放到外网去，让MG看一看
43,共1条回复
44,浅浅朵朵的坚果酥：一个是不口嗨，认真做事，并且承担着大国责任.一个是颠倒黑白，搬弄是非，不顾人民死活一味玩弄舆论.高下立见.
45,三月的彡：还是保留了点，够给面子了，下次火力全开
46,佛祖动粗：假情报，假数据，假援助，暗地里真威胁恐吓，真的绑架越货，真的草菅人命，，这就是流氓政客的手段，，，
47,草莓奶盖去冰多糖：直说了，米国就是死皮不要脸
48,于思远同学：严厉谴责！！！
49,醉晴柔：美国无良政客真是毒医无爱，撒谎、欺骗、偷窃还洋洋炫耀
50,請給我壹首歌的時間：自由国度美利坚，无耻甩锅不停休
51,不说再见是我最后的骄傲：新闻联播给力
52,深深深海i：抹黑造谣，看你横行到几时
53,玺欢陪你一起：白眼圈总统主持的国家能好到什么样去
54,共3条回复
55,四月的新梦想：醒了还叫无良政客吗？
56,Aolicat：美国德特里克堡生物基地究竟为何在去年7月突然关停相关研究？
57,魔族小太阳：太不要脸了
58,熊三不二：美国：我就是死皮不要脸
59,尼奇窝窝：他们早已经不要脸了，来点硬气的
60,荷尓蒙：美国:我撒谎欺骗找替罪羊 但我是个好国家
61,荷尓蒙：海狮都看饿了 一群食物来参观自己
62,共1条回复
63,最爱成宝拉：没有人了.只有拿企鹅来充数了
64,式微胡不归mm：企鹅摇摇摆摆的样子，真可爱
65,飞翔的熊猫267：还好不是去和海豹共舞
66,跪族其父：只要是日本的，什么狗屁都拿来当新闻！
67,共5条回复
68,箱根山岳：一场无情的雪崩摧毁了我的家园呐
69,共6条回复
70,_紫影舞雪_：企鹅:该配合你们演出的我来了
71,谢俞小朋友睡着了：我记得海狮好像会对企鹅做不可描述的事
72,共1条回复
73,胖到台风吹不动：一群小可爱
74,守法公民XC：海狮是企鹅的天敌吧！
75,阿克汉姆飞霸霸：有一种送福利下乡的感觉
76,锦鲤大王呦：日本是包年了吗
77,89P13Rocket：外务省打钱的速度真快
78,别忘了接我放学：白鲸：你就让我看着你喂水獭吃零食？
79,大吉气概非凡鸿运来喽：你们觉得可爱？？？觉得他们好开心？？？大家去看看《海豚湾》（英文名 The Cove）吧  
80,明天开始好好学习的小辣鸡：这不是馋海狮么？动物世界哪有这么美好？
81,我知道你不擅长：啊。。。这。。海狮看饿了吧
82,海事服务网CNSS：日本水族馆组织企鹅看望海狮
83,森林里之鲸：我滴天啊，真可爱
84,HustleeverydayG：@我姓刘_牛奶奶的刘 太好玩了吧
85,Marvelkeigo：
86,snybnlrx：很喜欢海洋东西，感觉都很可爱，但是不会去水族馆，这些小可爱属于海洋，不属于玻璃窗
87,I琥珀色I：有本事你进来
88,托尼托尼乔巴45135：食物和海狮聚会
89,小路十三：这怎么热搜的
90,假装REDA：太可爱了！❤️
91,要早睡早起的Jon_：看到白海豚就。。。
92,努力的钕汉子：河北省保定市春雨开发商诈骗老百姓血汗钱，17年4月签合同17.10月交房至今不交房不沟通不解决，多方打听得知楼盘建了十几年，地基淹河道占平米差13-20平不等，均1万买，官司百余起，30多楼梯没扶手，天然气水电未接消防未验收，绿化更别提不符合就交房，物业费1.8万要现金契税各种费4万6万等问题盼关注
93,纵横山海2020：放假啦，看动物去啦
94,每文不工作：我要笑死了
95,七夕月与花朝：联谊了啊哈哈哈
96,加糖加奶12138：东京超话 可可爱爱，解封先去玩一下
97,温野菜菜子是只猫：反正我被治愈到了 妈耶！！！
98,白月光之轨迹圣养心：可爱
99,喵纸酱不是受是攻：好可爱啊！🐧走起来摇摇晃晃的hhh
100,请叫我米拉O：好有爱[米奇比心]
101,不可以吃花花_umin：好可爱！！
102,李易峰的隐藏女友：这集看过
103,野人田1：就是吃不到
104,蜡笔小Ping：企鹅下楼梯也太可爱了吧！
105,小小小绵羊mie：这个真的是太可爱了吧
106,人生何处不幽默：看得到吃不到，是人干的事吗
107,大肥仔panda：@Hi-比比在水里
108,柠檬Sharon_17：@Floraoooo
109,会下药的下药：哈哈哈哈哈哈哈哈哈哈哈哈让我想到了动物之森
110,AnozAsimov：卡哇伊内
111,妮悠一一：到底是谁参观谁？
112,史湘云不想三选一：他们语言互通吗👀
113,ywxmmd：可以有企鹅和北极熊的会面吗
114,银河系主任的微博：真正能治愈人类的是将动物放生 特别是海洋生物
115,优秀的我呐：哈哈哈哈哈哈哈哈
116,筱漁籽：@尚九熙
117,东方卡夫卡飞：太萌了吧！！！
118,参数宝宝：像极了跟团旅游的你
119,比基尼花：哈哈哈哈哈哈 好可爱
120,我的吐司酸了：太可爱了呀
121,月盈中天：企划狮
122,对映映映映映映：梦幻联动
123,谁不想吃泡泡糖呢：🐧:我来啦我来啦！好久不见呀！
124,那不勒斯家：可爱(๑• . •๑)
125,YD路上的脚步：额
126,羊毛卷or自然卷：@家有小荷花骨朵
127,像风一样的前行：@企鹅移居住北极 企鹅移居去了北极看海狮
128,穿裙裙的企鹅鹅呀：@养企鹅的啦啦啦
129,姬野米鹿：@La_Dolor
130,Eurekutee：@Mrqayka
131,宁芙Ninfa：@还没想好叫什么名字ya 您真可爱
132,共1条回复
133,红彤彤的文青：@Neuercoda
