,topic,content,url
0,疫情下的清明祭扫：追思留心间,"
　　“云祭扫”“一墓一花”“信邮哀思”……疫情下的清明祭扫，缅怀登“云端”，追思留心间。
　　根据疫情防控形势，今年清明广东各地暂停了各类殡葬场所的现场祭扫，一方面倡导群众延期祭拜、居家追思、网络祭祀，另一方面也由民政部门积极提供替代性的文明绿色祭扫方式。
　　疫情阻隔了脚步，但思念从未停歇，在这个特殊时期，亲情以另一种方式得以表达。
　　“守护信差”传递追思情
　　4月4日10时，汽车、火车、舰船鸣笛，防空警报鸣响，举国默哀，表达对抗击新冠肺炎疫情牺牲烈士和逝世同胞的深切哀悼。
　　在广州市银河革命公墓长明火炬前，公墓工作人员全体肃立默哀。随后，全体人员奏唱国歌，向英烈致敬。青年代表朗诵《英烈颂》，讲述英烈故事，传承英烈精神。伴随着深沉悠长的《献花曲》，工作人员抬起花篮，整齐列队，缓步走向长明火炬，向烈士敬献花篮。广场外，路过市民自觉驻足，共同缅怀英烈。
　　据公墓负责人介绍，银河革命公墓长眠着从辛亥革命时期以来，我国各个历史时期的烈士519名。其中有广州早期工农革命运动领袖、闻名遐迩的抗日将领，也有新中国成立后的灭火英雄、抗击“非典”烈士及因公殉职的公职人员。
　　银河革命公墓工作人员分别在烈士墓区、公众墓区举行集中祭扫仪式，通过诵读祭文、行三鞠躬礼、敬献花篮等集中祭扫形式进行拜祭。工作人员给每个墓碑（墓穴）敬献鲜花，为所有无法到现场拜祭的市民给予精神慰藉。
　　10时20分许，一名邮政快递员将厚厚一沓市民群众写给先人的“家书”，送进广州市殡葬管理处。随后，“家书”由志愿者现场分拣，分送广州市各殡葬场所，再由工作人员放置于逝者骨灰盒、墓碑前。
　　这是广州市民政局为市民提供的“信邮哀思”服务。市民可在广州邮政指定的243个综合邮政网点免费领取专用信封信纸，把对先人的思念写成信，邮寄到市殡葬管理处；也可通过网上的邮政“微邮筒”提交。
　　在广州市火葬场，4日上午首批市民的“家书”送达火葬场管理所，3名青年志愿者化身“守护信差”，将书信轻轻放置在托盘上，护送到骨灰存放的楼室。他们仔细核对信件标注信息，缓步庄重将灵牌位和信件一同摆放到逝者的骨灰盒前，让家属的思念与问候“被看见”。
　　超7.6万人次“云祭扫”
　　“在这个特殊的时节，我们庄重地祭祀各位先人，既表达我们的敬意，也代表各位先人的亲友表达哀思……”4日上午，深圳市吉田墓园举行了一场简约祭祀活动，以鲜花时果之仪，深切缅怀革命烈士、因公殉职者、器官捐献者、眼角膜捐献者、践行绿色殡葬的骨灰海葬者树葬者，以及安葬在吉田墓园逝者、骨灰寄存在市殡仪馆的先人们。
　　为巩固疫情防控持续向好形势，深圳倡导市民进行网上祭祀、居家追思。3月30日，深圳开通网上祭奠通道，市民可以通过“i深圳”APP或“粤省事”微信小程序，点击“云祭扫”一键进入祭扫页面，为先人献礼，写追思留言。同时，还可以分享页面，与亲人朋友共同缅怀先人。“祭扫先人更注重精神传承，‘云祭扫’提供了一种新的追思方式，也能让我们更珍惜当下的生活。”深圳市民彭先生说。
　　为满足市民的祭扫需求，汕头市民政局、汕头市殡葬改革领导小组办公室组织开展了以“平安清明 网络同祭”为主题的“云公祭”直播活动。参加“云公祭”的市民可以通过手机端，实时参与仪式活动，在直播平台献上缅怀亲人的寄语。活动主办方相关负责人表示，潮汕人重视祭扫，通过网络直播公祭仪式，能够让市民有祭扫的“现场参与感”。
　　清明祭扫转入“云端”，成为广东各地的“标配”。广东省民政厅、省政务服务数据管理局借助“粤省事”平台，上线“云祭扫”服务。公众缅怀先人可不受时空限制，随时随地将敬意和孝心送至“云端”。截至4日17时，粤省事“云祭扫”使用用户数超过12.3万人次，创建先人档案数1.1万多份，提供网络祭扫服务7.6万多次。
　　鲜花代祭告慰先人
　　一束鲜花慰先人，清明祭祀更“清明”。4日，佛山市民政局在市殡仪馆组织开展2020年清明鲜花代祭公益活动，组织馆内工作人员集体献花，代替市民群众悼念逝者、寄托思念。10时30分许，随着活动开始，工作人员首先面向存放在馆内的逝者鞠躬，敬献花篮和花束。随后，工作人员诵读《清明祭文》，并组织全体工作人员行鞠躬礼。
　　低碳祭祀、文明祭祀，是近年来佛山市清明祭扫的主题。随着活动进行，现场工作人员来到馆内无烟祭祀区域，在桂花树上系上寓意平安、祈福的黄丝带，张贴市民在活动前书写的祝福心愿，组成一幅动人的心愿墙，用这一低碳环保的方式，把追悼和思念献给他们最亲近的人。
　　在韶关市南华纪念园，工作人员代表逝者亲人家属寄托哀思，向已故先人三鞠躬，随后逐一向安葬在公墓内的所有逝者献花。在中山市2020年清明公祭仪式上，礼仪人员向逝者“三献礼”，依次敬献鲜花、香果、酒水，行三鞠躬礼，并为思亲楼每个格位的逝者骨灰献上一株菊花。东莞市殡仪馆举办“遥寄相思忆故人 别样清明一样情”为主题的公益代祭活动，搭建起因疫情而隔空追思的情感传递平台。
　　“生者平安是对逝者最大的告慰。祭扫重在表达感情，‘云祭扫’、居家追思、代祭扫等方式同样可以表达缅怀追思之情。”广东省民政厅相关负责人说，未来将会继续探索推广绿色文明祭扫方式，积极倡导移风易俗、绿色殡葬的理念。
　　松柏翠绿，草色青青。疫情无情人有情，这个特殊的清明，将被永远铭记。
　　南方日报记者 李强 汪祥波 通讯员 叶金鑫 邓立超 廖培金",http://news.southcn.com/gd/content/2020-04/05/content_190698883.htm
1,警惕！广东这四个区县疫情风险升级！,"
　　4月5日，广东省卫生健康委公布最新广东省新冠肺炎疫情风险等级分区分级名单。目前，全省无高风险地区，广州市越秀区、白云区，深圳市宝安区，揭阳市惠来县等四个区疫情风险等级由低风险调整至中风险，其他地区均为低风险地区。
　　广东省新冠肺炎疫情风险等级分区分级名单
　　一、高风险地区
　　无
　　二、中风险地区
　　广州市：越秀区、白云区
　　深圳市：宝安区
　　揭阳市：惠来县
　　三、低风险地区
　　广州市：荔湾区、海珠区、天河区、黄埔区、番禺区、花都区、南沙区、从化区、增城区
　　深圳市：福田区、罗湖区、盐田区、南山区、龙岗区、龙华区、坪山区、光明区、大鹏新区
　　珠海市：香洲区、金湾区、斗门区
　　汕头市：龙湖区、金平区、濠江区、潮阳区、潮南区、澄海区、南澳县
　　佛山市：禅城区、南海区、顺德区、高明区、三水区
　　韶关市：武江区、浈江区、曲江区、始兴县、仁化县、翁源县、乳源瑶族自治县、新丰县、乐昌市、南雄市
　　河源市：源城区、紫金县、龙川县、连平县、和平县、东源县、江东新区
　　梅州市：梅江区、梅县区、大埔县、丰顺县、五华县、平远县、蕉岭县、兴宁市
　　惠州市：惠城区、惠阳区、惠东县、博罗县、龙门县、大亚湾区
　　汕尾市：城区、海丰县、陆河县、陆丰市
　　东莞市：东部产业园片区、滨海湾片区、中心城区片区、水乡新城片区、松山湖片区、东南临深片区
　　中山市：主城区片区、东北片区、五桂山生态保护片区、西北片区、南部片区、磨刀门片区、马鞍岛片区
　　江门市：蓬江区、江海区、新会区、台山市、开平市、鹤山市、恩平市
　　阳江市：江城区、阳东区、阳西县、阳春市
　　湛江市：赤坎区、霞山区、坡头区、麻章区、遂溪县、徐闻县、廉江市、雷州市、吴川市
　　茂名市：茂南区、电白区、高州市、化州市、信宜市
　　肇庆市：端州区、鼎湖区、高要区、广宁县、怀集县、封开县、德庆县、四会市
　　清远市：清城区、清新区、佛冈县、阳山县、连山壮族瑶族自治县、连南瑶族自治县、英德市、连州市
　　潮州市：湘桥区、潮安区、枫溪区、饶平县
　　揭阳市：榕城区、揭东区、揭西县、普宁市
　　云浮市：云城区、云安区、罗定市、新兴县、郁南县
　　南方日报记者 陈理 李秀婷 朱晓枫",http://news.southcn.com/gd/content/2020-04/05/content_190701146.htm
2,警惕！广东这四个区县疫情风险升级！,"
　　4月5日，广东省卫生健康委公布最新广东省新冠肺炎疫情风险等级分区分级名单。目前，全省无高风险地区，广州市越秀区、白云区，深圳市宝安区，揭阳市惠来县等四个区疫情风险等级由低风险调整至中风险，其他地区均为低风险地区。
　　广东省新冠肺炎疫情风险等级分区分级名单
　　一、高风险地区
　　无
　　二、中风险地区
　　广州市：越秀区、白云区
　　深圳市：宝安区
　　揭阳市：惠来县
　　三、低风险地区
　　广州市：荔湾区、海珠区、天河区、黄埔区、番禺区、花都区、南沙区、从化区、增城区
　　深圳市：福田区、罗湖区、盐田区、南山区、龙岗区、龙华区、坪山区、光明区、大鹏新区
　　珠海市：香洲区、金湾区、斗门区
　　汕头市：龙湖区、金平区、濠江区、潮阳区、潮南区、澄海区、南澳县
　　佛山市：禅城区、南海区、顺德区、高明区、三水区
　　韶关市：武江区、浈江区、曲江区、始兴县、仁化县、翁源县、乳源瑶族自治县、新丰县、乐昌市、南雄市
　　河源市：源城区、紫金县、龙川县、连平县、和平县、东源县、江东新区
　　梅州市：梅江区、梅县区、大埔县、丰顺县、五华县、平远县、蕉岭县、兴宁市
　　惠州市：惠城区、惠阳区、惠东县、博罗县、龙门县、大亚湾区
　　汕尾市：城区、海丰县、陆河县、陆丰市
　　东莞市：东部产业园片区、滨海湾片区、中心城区片区、水乡新城片区、松山湖片区、东南临深片区
　　中山市：主城区片区、东北片区、五桂山生态保护片区、西北片区、南部片区、磨刀门片区、马鞍岛片区
　　江门市：蓬江区、江海区、新会区、台山市、开平市、鹤山市、恩平市
　　阳江市：江城区、阳东区、阳西县、阳春市
　　湛江市：赤坎区、霞山区、坡头区、麻章区、遂溪县、徐闻县、廉江市、雷州市、吴川市
　　茂名市：茂南区、电白区、高州市、化州市、信宜市
　　肇庆市：端州区、鼎湖区、高要区、广宁县、怀集县、封开县、德庆县、四会市
　　清远市：清城区、清新区、佛冈县、阳山县、连山壮族瑶族自治县、连南瑶族自治县、英德市、连州市
　　潮州市：湘桥区、潮安区、枫溪区、饶平县
　　揭阳市：榕城区、揭东区、揭西县、普宁市
　　云浮市：云城区、云安区、罗定市、新兴县、郁南县
　　南方日报记者 陈理 李秀婷 朱晓枫",http://news.southcn.com/gd/content/2020-04/05/content_190701146.htm
3,世界银行启动首批疫情紧急援助项目,"
　　世界银行执行董事会4月2日批准了总金额19亿美元的针对发展中国家的首批紧急援助项目，其中包括新设立的新冠肺炎疫情专用资金14亿美元，将援助25个国家，并在40多个国家采用快速流程推进新项目。此外，世界银行正在世界各地通过项目重组、启动巨灾延迟提款选择机制等方式，对17亿美元现有项目资金重新调配。首批紧急援助项目的重点是帮助卫生系统应对新冠肺炎疫情，例如在阿富汗、海地、印度等国，将用于征召更多医务人员并给予培训，以提高紧急护理能力。
　　据了解，世界银行准备在未来15个月提供1600亿美元，用于支持新冠肺炎疫情应对措施，帮助各国应对疫情并致力于缩短复苏时间。世界银行行长戴维·马尔帕斯表示：“由于最贫困弱势国家可能受影响最大，世界银行将继续专注国家层面和区域性解决方案。”
 ",http://economy.southcn.com/e/2020-04/05/content_190699387.htm
4,世界银行启动首批疫情紧急援助项目,"
　　世界银行执行董事会4月2日批准了总金额19亿美元的针对发展中国家的首批紧急援助项目，其中包括新设立的新冠肺炎疫情专用资金14亿美元，将援助25个国家，并在40多个国家采用快速流程推进新项目。此外，世界银行正在世界各地通过项目重组、启动巨灾延迟提款选择机制等方式，对17亿美元现有项目资金重新调配。首批紧急援助项目的重点是帮助卫生系统应对新冠肺炎疫情，例如在阿富汗、海地、印度等国，将用于征召更多医务人员并给予培训，以提高紧急护理能力。
　　据了解，世界银行准备在未来15个月提供1600亿美元，用于支持新冠肺炎疫情应对措施，帮助各国应对疫情并致力于缩短复苏时间。世界银行行长戴维·马尔帕斯表示：“由于最贫困弱势国家可能受影响最大，世界银行将继续专注国家层面和区域性解决方案。”
 ",http://economy.southcn.com/e/2020-04/05/content_190699387.htm
5,广东企业积极履行主体责任 落实疫情防控各项措施,"
　　返岗的员工分批次，间隔2米有序站好，逐一进行核酸检测……随着广东返岗员工数量的逐渐增加，近日，深圳、东莞等地不少企业主动聘请专业机构，为返粤员工免费提供核酸检测。“几分钟就做完，心里踏实多了！”返粤务工人员小斌高兴地说。
　　当前，严格履行企业主体责任，落实疫情防控各项措施，已成为统筹做好当前疫情防控和有序复工复产的关键环节。广东多家企业在稳步推进复工复产的同时，认真落实“早发现、早报告、早隔离、早治疗”措施，及时发现多名无症状感染者，有效遏制了新冠病毒的传播，保障员工安心上岗。
　　企业主动开展核酸检测
　　发现多个无症状感染者病例
　　广东是流动人口大省，自4月1日广东首次通报无症状感染者有关情况以来，无症状感染者的管控问题，受到社会各界广泛关注。通过对密切接触者进行早期检测、对抵粤的重点人群和入境人员进行筛查，广东有力加强了无症状感染者的管理。
　　其中，工厂企业密闭、半密闭工作环境是传播新冠病毒的高风险场所，为防止工厂企业聚集性疫情的发生，广东的工厂企业严格按照要求，主动参与潜在风险的防控工作。不少企业要求新入职人员和复工人员上岗前需开展必要的新冠病毒核酸检测，并对员工旅行史、居住史进行摸底调查。
　　正是部分企业的主动作为，帮助筛查出无症状感染者。如无症状感染者1，现住东莞市。患者1月19日-3月20日在湖北孝感，3月21日，患者返回东莞。3月23日，应公司要求前往医院进行核酸检测，结果显示新冠病毒核酸阳性，现在东莞市定点医院隔离治疗。
　　无症状感染者2，现住深圳市，患者1月21日-3月28日在湖北孝感，3月29日，患者返回深圳。4月1日下午，应公司要求前往医院进行核酸检测，结果显示新冠病毒核酸阳性，现在深圳市定点医院隔离治疗。
　　无症状感染者3，现住深圳市，患者1月21日-3月17日在湖北荆州，3月17日，患者乘私家车返深后由社区执行居家隔离。4月2日，应公司要求前往医院进行核酸检测，结果显示新冠病毒核酸阳性，现在深圳市定点医院隔离治疗。
　　发热伴有呼吸道症状的患者
　　可免费进行新冠病毒核酸检测
　　广东严格执行动态管理机制，对于进出高风险场所的员工，要求必须扎实做好登记并进行体温检测，一旦发现体温异常人员，需立即按相关规定妥善处置。如员工被确诊为新冠肺炎病例，工厂企业应配合属地疾控机构开展流行病学调查，并在其指导下，对相关场所进行终末消毒，经评估合格后才可重新启用。
　　此外，广东要求各工厂企业要充分做好复工前防控物资准备，对每个员工做到“8个一”：一个健康档案，一测体温，一戴口罩，一设观察室，一致电（发现发热者致电医疗机构），一开展爱国卫生运动，一次健康教育，一强化人文关怀。
　　“我们呼吁有过疫情高发区和国外旅行史的人员，返粤后应该主动到医疗机构进行新冠病毒核酸检测。”广东省新冠肺炎防控指挥办有关负责人表示，发热伴有呼吸道症状的患者到发热门诊就诊，将享受免费新冠病毒核酸检测。此外，对于主动到医疗机构发热门诊就诊，经新冠病毒核酸检测呈阳性，被诊断为确诊病例或无症状感染者的患者，地方政府应当给予适当补助。
　　南方日报记者 陈理 通讯员 粤卫信",http://news.southcn.com/gd/content/2020-04/05/content_190698892.htm
6,广东企业积极履行主体责任 落实疫情防控各项措施,"
　　返岗的员工分批次，间隔2米有序站好，逐一进行核酸检测……随着广东返岗员工数量的逐渐增加，近日，深圳、东莞等地不少企业主动聘请专业机构，为返粤员工免费提供核酸检测。“几分钟就做完，心里踏实多了！”返粤务工人员小斌高兴地说。
　　当前，严格履行企业主体责任，落实疫情防控各项措施，已成为统筹做好当前疫情防控和有序复工复产的关键环节。广东多家企业在稳步推进复工复产的同时，认真落实“早发现、早报告、早隔离、早治疗”措施，及时发现多名无症状感染者，有效遏制了新冠病毒的传播，保障员工安心上岗。
　　企业主动开展核酸检测
　　发现多个无症状感染者病例
　　广东是流动人口大省，自4月1日广东首次通报无症状感染者有关情况以来，无症状感染者的管控问题，受到社会各界广泛关注。通过对密切接触者进行早期检测、对抵粤的重点人群和入境人员进行筛查，广东有力加强了无症状感染者的管理。
　　其中，工厂企业密闭、半密闭工作环境是传播新冠病毒的高风险场所，为防止工厂企业聚集性疫情的发生，广东的工厂企业严格按照要求，主动参与潜在风险的防控工作。不少企业要求新入职人员和复工人员上岗前需开展必要的新冠病毒核酸检测，并对员工旅行史、居住史进行摸底调查。
　　正是部分企业的主动作为，帮助筛查出无症状感染者。如无症状感染者1，现住东莞市。患者1月19日-3月20日在湖北孝感，3月21日，患者返回东莞。3月23日，应公司要求前往医院进行核酸检测，结果显示新冠病毒核酸阳性，现在东莞市定点医院隔离治疗。
　　无症状感染者2，现住深圳市，患者1月21日-3月28日在湖北孝感，3月29日，患者返回深圳。4月1日下午，应公司要求前往医院进行核酸检测，结果显示新冠病毒核酸阳性，现在深圳市定点医院隔离治疗。
　　无症状感染者3，现住深圳市，患者1月21日-3月17日在湖北荆州，3月17日，患者乘私家车返深后由社区执行居家隔离。4月2日，应公司要求前往医院进行核酸检测，结果显示新冠病毒核酸阳性，现在深圳市定点医院隔离治疗。
　　发热伴有呼吸道症状的患者
　　可免费进行新冠病毒核酸检测
　　广东严格执行动态管理机制，对于进出高风险场所的员工，要求必须扎实做好登记并进行体温检测，一旦发现体温异常人员，需立即按相关规定妥善处置。如员工被确诊为新冠肺炎病例，工厂企业应配合属地疾控机构开展流行病学调查，并在其指导下，对相关场所进行终末消毒，经评估合格后才可重新启用。
　　此外，广东要求各工厂企业要充分做好复工前防控物资准备，对每个员工做到“8个一”：一个健康档案，一测体温，一戴口罩，一设观察室，一致电（发现发热者致电医疗机构），一开展爱国卫生运动，一次健康教育，一强化人文关怀。
　　“我们呼吁有过疫情高发区和国外旅行史的人员，返粤后应该主动到医疗机构进行新冠病毒核酸检测。”广东省新冠肺炎防控指挥办有关负责人表示，发热伴有呼吸道症状的患者到发热门诊就诊，将享受免费新冠病毒核酸检测。此外，对于主动到医疗机构发热门诊就诊，经新冠病毒核酸检测呈阳性，被诊断为确诊病例或无症状感染者的患者，地方政府应当给予适当补助。
　　南方日报记者 陈理 通讯员 粤卫信",http://news.southcn.com/gd/content/2020-04/05/content_190698892.htm
7,贵州：困难中小企业可免征疫情期间部分税收,"
　　新华网贵阳4月3日电(施钱贵 刘咸吟)近日，贵州省财政厅、国家税务总局贵州省税务局联合下发通知，对因疫情影响导致停产停业，缴纳房产税、城镇土地使用税确有困难的中小企业，可申请免征疫情期间的房产税、城镇土地使用税。
　　通知明确，受疫情影响的中小企业，在疫情期间生产经营发生亏损，或在疫情期间货币资金扣除应付职工工资、社会保险费后不足以缴纳税款的，可申请免缴2020年一季度任意2个月应缴纳的房产税、城镇土地使用税。
　　对受疫情影响较大纳税确有困难的中小企业自用的房产、土地免征2个月房产税、城镇土地使用税;对在疫情期间为承租方减免租金的房产出租方，按实际收取的租金收入计征房产税;对因疫情防控需要在疫情期间被政府征用的应税房产，凭政府相关证明，按实际征用时间免征房产税和城镇土地使用税。",http://economy.southcn.com/e/2020-04/05/content_190699674.htm
8,贵州：困难中小企业可免征疫情期间部分税收,"
　　新华网贵阳4月3日电(施钱贵 刘咸吟)近日，贵州省财政厅、国家税务总局贵州省税务局联合下发通知，对因疫情影响导致停产停业，缴纳房产税、城镇土地使用税确有困难的中小企业，可申请免征疫情期间的房产税、城镇土地使用税。
　　通知明确，受疫情影响的中小企业，在疫情期间生产经营发生亏损，或在疫情期间货币资金扣除应付职工工资、社会保险费后不足以缴纳税款的，可申请免缴2020年一季度任意2个月应缴纳的房产税、城镇土地使用税。
　　对受疫情影响较大纳税确有困难的中小企业自用的房产、土地免征2个月房产税、城镇土地使用税;对在疫情期间为承租方减免租金的房产出租方，按实际收取的租金收入计征房产税;对因疫情防控需要在疫情期间被政府征用的应税房产，凭政府相关证明，按实际征用时间免征房产税和城镇土地使用税。",http://economy.southcn.com/e/2020-04/05/content_190699674.htm
9,国际社会积极评价中国开展疫情防控科研攻关和对外合作,"
　　在疫情防控科研攻关中，中国科技界与各国同行携手，加强在溯源、药物、疫苗、检测等方面的科研合作，共享科研数据和信息，共同研究提出应对策略，为疫情防控提供了有力科技支撑，赢得国际社会广泛赞誉。
　　行动——
　　高度负责任
　　在药物筛选研发方面，中国向世界公开新冠肺炎诊疗方案及药物筛选结果，法匹拉韦、恢复期血浆、中药等重点药物已向发生疫情的相关国家提供。
　　“中国在短时间内有效控制了疫情，并有效提高了患者的治愈率，降低了病亡率。”英国知名医学刊物《柳叶刀》刊文称，中国科学家在应对和防控本国疫情过程中所做的不懈努力，为其他国家争取了宝贵时间，也为国际科学界共同应对疫情提供了有益经验，为疫情防控全球阻击战提供坚实科技支撑。
　　“中国科研机构在病毒学方面所作的研究令人印象深刻。此外，中国还对现有注册药物在抑制病毒活性方面进行了深入研究。中国科学家的工作为疫苗研发奠定了基础。”俄罗斯莫斯科物理技术学院基因工程实验室主任帕维尔·沃尔奇科夫认为，中国的生物科学和医学工作者在抗击疫情中表现出了高度的专业水平。中国政府所采取的果断措施，有效遏制了疫情蔓延，值得他国借鉴。
　　日本医疗治理研究所理事长上昌宏积极评价中国与多国专家和制药公司合作开发治疗新冠肺炎的相关药物和疫苗，认为科学数据和信息共享是国际合作的前提和基础，中国负责任的做法有助于全球医学发展和进步。
　　公开——
　　共享与交流
　　中国科技界紧急搭建“全球冠状病毒组学数据共享与分析系统”“2019新型冠状病毒资源库”两个平台，后者已为150多个国家和地区的访客提供数据服务，下载文件超过400万份。在疫情发生后搭建的“防控新冠肺炎科研成果共享交流平台”上，目前约有100种期刊上线，论文和报告超过700篇。
　　同期，在《柳叶刀》《新英格兰杂志》等国际知名学术期刊上，中国科学家发表了50多篇论文，供全球同行交流。
　　知名学术期刊《科学》日前刊文称，中国和德国科研团队正联手解析新冠病毒主要蛋白酶晶体结构，这将有助于推动抑制剂的研发。前不久，中国国家自然科学基金委员会和英国国家科研与创新署发布联合声明，表示将动员、协调和整合资金，共同支持两国科学界为疫情防治提供科技保障和决策建议。
　　“在疫情防控科研攻关中，中国科学家与国际同行保持交流合作，深入沟通，并与各国及时共享科学数据、技术成果和防控策略。”沃尔奇科夫强调，新冠肺炎疫情是人类共同的敌人，要解决这个问题，“必须依靠全球科技界的共同努力，集中全人类的智慧，同时我们取得的成果也应共享”。
　　巴西中医学院院长海金斯说：“中国科研人员第一时间分离鉴定出病毒毒株，并与全世界分享，充分展现出了中国的科研实力。”海金斯认为，中国科学界在抗击疫情过程中，围绕着有效药物研发和临床救治做了大量工作，并形成了一套相对完整的方案。这将为其他国家抗击疫情提供重要支持。
　　泰国卫生部传染病控制厅传染病学专家蓬叻德表示，中国高度重视疫情防控的科研全球合作，第一时间向全球分享了病毒全基因组序列，并与多个国家、国际和地区组织分享疫情防控和诊疗方案等技术文件，提高了其他国家应对疫情的能力和速度。“中国向其他国家提供医疗物资支持，并在药物、疫苗、检测试剂等方面开展科研合作，共享科研成果，为全球抗击疫情作出重要贡献。在诊治过程中，中国一系列高技术手段在病毒溯源、药物研发、疫苗研制、重症救治等方面发挥了重要作用。”蓬叻德说。
　　创新——
　　新技术超赞
　　美国媒体近日突出报道了中国科技公司以多种形式深度参与抗击疫情的事例，援引休斯敦大学机器人研究专家欧马里的话说：“中国的人工智能技术可以追溯疫情传播信息、确定危险程度，并找出限制疫情传播的办法。”
　　泰中商会副主席派奇表示：“抗击疫情过程中，中国科技应用令人印象深刻。”派奇认为，中国在多个地区推行远程检测病毒并开展治疗的高科技诊断系统，这些自动诊断系统运用了人工智能技术，病毒检测准确率高达96%。他还列举了诸如能够24小时熬制草药的机器人、无人机运送急需医疗物资等诸多高新科技手段，认为这些创新产品的应用在提高工作效率的同时，也降低了人员被感染的风险。
　　多米尼加技术专家希德克尔·莫里森近日制作了视频短片，点赞中国使用现代科技抗击新冠肺炎疫情。“在医院，机器人可以代替护士为病人送药品或食品，以此减少医患之间的直接接触。在社区，无人机和机器人不仅用来消毒，还可以提醒居民回家隔离并采取防护措施。机器人被用来检查电网、维护电路和电信设备等，这样就减少了工人被感染的风险。”莫里森在短片中说。
　　（本报北京、莫斯科、东京、里约热内卢、曼谷4月4日电 记者李锋、殷新宇、刘军国、张远南、李晓骁、孙广勇）",http://news.southcn.com/china/content/2020-04/05/content_190698908.htm
