2-21,0.3409090909090909
2-22,0.46454767726161367
2-23,0.505586592178771
2-24,0.44925373134328356
2-25,0.5075757575757576
2-26,0.41297935103244837
2-27,0.44661921708185054
2-28,0.47280334728033474
2-29,0.4921135646687697
3-1,0.5011655011655012
3-2,0.5348837209302325
3-3,0.4004474272930649
3-4,0.42073170731707316
3-5,0.45981308411214955
3-6,0.41420118343195267
3-7,0.4609164420485175
3-8,0.4768392370572207
3-9,0.4179431072210066
3-10,0.4684931506849315
3-11,0.48588709677419356
3-12,0.40433925049309666
3-13,0.39092872570194387
3-14,0.42833052276559863
3-15,0.36923076923076925
3-16,0.3864734299516908
3-17,0.4822222222222222
