,topic,content,url
0,中国助力塞尔维亚稳定疫情和恢复经济,"
　　新华社贝尔格莱德5月1日电（记者 石中玉）塞尔维亚总统武契奇1日说，在中国的帮助下，塞尔维亚新冠疫情逐渐稳定，塞方将进一步推进两国在经贸领域合作。
　　武契奇当天在塞首都贝尔格莱德会见中国驻塞大使陈波，并和中国赴塞抗疫医疗专家组以及援建“火眼”病毒检测实验室的中国华大集团专家会谈，商讨两国共同抗击新冠疫情的最新进展等。
　　在会后的新闻发布会上，武契奇对中国抗疫医疗专家组和华大集团专家表示感谢。他说：“在我们最为困难的时刻，如果没有中国的帮助，我们的医疗系统很难维持，这对我们而言至关重要……我们永远不会忘记（中国的）帮助和支持。”
　　武契奇说，6周来，中国专家组几乎走遍塞尔维亚所有疫情严重的城市，给当地带来疫情防控的宝贵知识和经验，更给塞尔维亚民众带来了战胜疫情的信心和动力。他说，华大集团专家为塞尔维亚带来先进设备和技术，大大提升了塞病毒检测能力。
　　谈及疫情后的经济恢复计划时，武契奇说，中国企业在疫情期间对塞尔维亚经济运转起到关键作用。塞中贸易额在不断增加，两国将继续商讨人工智能、机器人等领域合作的可能性。
　　陈波表示，在两国元首的引领下，中塞两国人民并肩抗疫，取得积极成果。中塞不仅是共同抗疫的伙伴，也将是疫情过后恢复经济的重要合作伙伴。双方将继续共建“一带一路”、推进“17+1合作”，把务实合作和本国经济复苏结合起来，全力推进基建、旅游、创新、贸易等领域合作。
　　塞尔维亚卫生部1日发布的数据显示，截至当地时间1日15时，塞尔维亚累计确诊病例9205例，死亡185例。",http://economy.southcn.com/e/2020-05/02/content_190841136.htm
1,世卫组织：新冠疫情仍构成“国际关注的突发公共卫生事件”,"
　　新华社日内瓦5月1日电（记者刘曲）世界卫生组织5月1日宣布，鉴于当前国际疫情形势，新冠疫情仍然构成“国际关注的突发公共卫生事件”。
　　距1月底世卫组织宣布新冠疫情构成“国际关注的突发公共卫生事件”已过去3个月。根据《国际卫生条例》规定，世卫组织突发事件委员会4月30日召开会议，对疫情现状进行讨论和评估，并更新疫情应对建议。世卫组织5月1日宣布，突发事件委员会一致同意目前新冠疫情仍然构成“国际关注的突发公共卫生事件”，同时向世卫组织及其会员国提供下一阶段抗疫建议。
　　世卫组织总干事谭德塞在当天的例行记者会上表示，接受突发事件委员会有关世卫组织与世界动物卫生组织和联合国粮农组织合作，查明新冠病毒动物来源的建议。同时，世卫组织将继续支持各国维持基本卫生服务，包括疫苗接种、妊娠和分娩期间的妇女保健，以及包括精神卫生状况在内的非传染性疾病的保健。
　　世卫组织突发事件委员会主席迪迪埃·乌桑在记者会上重点介绍了给世卫组织及其会员国的建议。
　　对于世卫组织，该委员会建议加大对公共卫生体系较脆弱国家和易受疫情影响国家的援助力度，注意防范可能出现的粮食供应中断情况；针对疫情后恢复国际客运尤其是航空旅行，制订安全战略和指导；修订有关旅行措施的建议，在适当的旅行措施和防范新冠病毒传播之间做出平衡。
　　对于世卫组织各会员国，该委员会呼吁各国继续支持世卫组织的抗疫领导作用；与世卫组织及其他伙伴合作，使用一切可用技术和方法阻断新冠病毒传播；加快新冠相关研究，因为目前对新冠病毒传播仍知之甚少，既无预防性疫苗，也无已获得许可的疗法。
　　谭德塞呼吁各国重视世卫组织和世卫组织突发事件委员会的各项建议，并表示这些建议将随时根据情况进行更新。",http://news.southcn.com/international/content/2020-05/02/content_190840305.htm
2,世卫组织：新冠疫情仍构成“国际关注的突发公共卫生事件”,"
　　新华社日内瓦5月1日电（记者刘曲）世界卫生组织5月1日宣布，鉴于当前国际疫情形势，新冠疫情仍然构成“国际关注的突发公共卫生事件”。
　　距1月底世卫组织宣布新冠疫情构成“国际关注的突发公共卫生事件”已过去3个月。根据《国际卫生条例》规定，世卫组织突发事件委员会4月30日召开会议，对疫情现状进行讨论和评估，并更新疫情应对建议。世卫组织5月1日宣布，突发事件委员会一致同意目前新冠疫情仍然构成“国际关注的突发公共卫生事件”，同时向世卫组织及其会员国提供下一阶段抗疫建议。
　　世卫组织总干事谭德塞在当天的例行记者会上表示，接受突发事件委员会有关世卫组织与世界动物卫生组织和联合国粮农组织合作，查明新冠病毒动物来源的建议。同时，世卫组织将继续支持各国维持基本卫生服务，包括疫苗接种、妊娠和分娩期间的妇女保健，以及包括精神卫生状况在内的非传染性疾病的保健。
　　世卫组织突发事件委员会主席迪迪埃·乌桑在记者会上重点介绍了给世卫组织及其会员国的建议。
　　对于世卫组织，该委员会建议加大对公共卫生体系较脆弱国家和易受疫情影响国家的援助力度，注意防范可能出现的粮食供应中断情况；针对疫情后恢复国际客运尤其是航空旅行，制订安全战略和指导；修订有关旅行措施的建议，在适当的旅行措施和防范新冠病毒传播之间做出平衡。
　　对于世卫组织各会员国，该委员会呼吁各国继续支持世卫组织的抗疫领导作用；与世卫组织及其他伙伴合作，使用一切可用技术和方法阻断新冠病毒传播；加快新冠相关研究，因为目前对新冠病毒传播仍知之甚少，既无预防性疫苗，也无已获得许可的疗法。
　　谭德塞呼吁各国重视世卫组织和世卫组织突发事件委员会的各项建议，并表示这些建议将随时根据情况进行更新。",http://news.southcn.com/international/content/2020-05/02/content_190840305.htm
3,疫情下的音乐力量丨郎朗、吕思清等46位音乐家跨屏合奏《红旗颂》 向疫情下的你致敬！,"
　　疫情期间，中央广播电视总台文艺节目中心发起交响云合奏《红旗颂》的倡议，众多音乐家第一时间响应，纷纷拿起手中的乐器，用自己的手机录制，完成了这次特别的居家交响乐“云合作”，奏响这首振奋人心的经典曲目，向疫情下坚守岗位辛苦付出的人们表达敬意。
　　音乐无法治愈疾病，但能抚慰人们的心灵，带来极大的精神力量。1965年，作曲家吕其明先生将对新中国的情感凝结成了管弦乐《红旗颂》的初稿。半个多世纪以来，这首曲目经久不衰，在无数困难日子里支撑过国人的信念。今天，分散海内外各地的46位音乐家，在这个特殊的时刻，用居家“云演奏”的方式聚集在一起，再次奏响这首55年前的经典。既是敬意的表达，又是生活的展望。疫情并没有彻底离去，但我们的生活要昂首继续。
　　音乐能够跨越时间和山海。我们希望用这首《红旗颂》，致敬和祝福每一个乐观奋斗，努力生活的你。
参与音乐家名单
指　挥
夏小汤
钢　琴
郎 朗
第一小提琴
吕思清 宁峰 钱舟
黄蒙拉 吴阳 曾诚
陈 曦 刘霄 高参
第二提琴
岳　麟　谢昊明
何　畅　杨照慈
中提琴
苏 贞　王绍武　毛新光
大提琴
王　健　秦立巍　娜木拉
贝 斯
张小笛
长 笛
倪一珍 王 曙 曹 蕾
双簧管
张正地　丛众一
黑 管
刘 峤　李瀚琪
大 管
李岚松　杨 博
圆 号
韩小明　满 燚
韩小光　曾 韵
小 号
陈 光　李德钦 朱 光
长 号
刘 洋　刘书畅　敦鹏飞
大 号
孙　帅
打击乐
刘 瑛 王 悦 多 亮
竖 琴
郭　悦
鸣谢：参与本次云演奏的所有艺术家
　　来源：央视音乐",http://news.southcn.com/china/content/2020-05/02/content_190841511.htm
4,疫情下的音乐力量丨郎朗、吕思清等46位音乐家跨屏合奏《红旗颂》 向疫情下的你致敬！,"
　　疫情期间，中央广播电视总台文艺节目中心发起交响云合奏《红旗颂》的倡议，众多音乐家第一时间响应，纷纷拿起手中的乐器，用自己的手机录制，完成了这次特别的居家交响乐“云合作”，奏响这首振奋人心的经典曲目，向疫情下坚守岗位辛苦付出的人们表达敬意。
　　音乐无法治愈疾病，但能抚慰人们的心灵，带来极大的精神力量。1965年，作曲家吕其明先生将对新中国的情感凝结成了管弦乐《红旗颂》的初稿。半个多世纪以来，这首曲目经久不衰，在无数困难日子里支撑过国人的信念。今天，分散海内外各地的46位音乐家，在这个特殊的时刻，用居家“云演奏”的方式聚集在一起，再次奏响这首55年前的经典。既是敬意的表达，又是生活的展望。疫情并没有彻底离去，但我们的生活要昂首继续。
　　音乐能够跨越时间和山海。我们希望用这首《红旗颂》，致敬和祝福每一个乐观奋斗，努力生活的你。
参与音乐家名单
指　挥
夏小汤
钢　琴
郎 朗
第一小提琴
吕思清 宁峰 钱舟
黄蒙拉 吴阳 曾诚
陈 曦 刘霄 高参
第二提琴
岳　麟　谢昊明
何　畅　杨照慈
中提琴
苏 贞　王绍武　毛新光
大提琴
王　健　秦立巍　娜木拉
贝 斯
张小笛
长 笛
倪一珍 王 曙 曹 蕾
双簧管
张正地　丛众一
黑 管
刘 峤　李瀚琪
大 管
李岚松　杨 博
圆 号
韩小明　满 燚
韩小光　曾 韵
小 号
陈 光　李德钦 朱 光
长 号
刘 洋　刘书畅　敦鹏飞
大 号
孙　帅
打击乐
刘 瑛 王 悦 多 亮
竖 琴
郭　悦
鸣谢：参与本次云演奏的所有艺术家
　　来源：央视音乐",http://news.southcn.com/china/content/2020-05/02/content_190841511.htm
5,联合国秘书长呼吁尊重老年人在疫情中的生命权和健康权,"
　　新华社联合国5月1日电（记者王建刚）联合国秘书长古特雷斯1日表示，肆虐全球的新冠疫情给老年群体造成重大冲击，人类社会应高度重视和尊重老年人在疫情中的生命权和健康权。
　　古特雷斯在当天发布的《新冠疫情对老年人影响》政策简报视频中说，老年人感染新冠病毒后的病死率更高，疫情给老年群体造成了“难以言表的恐惧和折磨”。他表示，老年人与年轻人享有同等的生命权和健康权，疫情之下“谁也不能被牺牲、被抛弃”。
　　古特雷斯说，新冠疫情不仅对老年人的健康造成重大冲击，也增加老年人陷入贫困、被歧视和孤立的风险，发展中国家的老年人所受影响尤其严重。
　　古特雷斯强调，要通过数字技术等各种手段为老年人提供援助。国际社会在社会、经济和人道领域展开的所有应对行动都必须充分考虑老年人的需求。与此同时，要充分重视老年群体的特殊价值，尊重他们的意见和领导力。",http://news.southcn.com/international/content/2020-05/02/content_190840326.htm
6,联合国秘书长呼吁尊重老年人在疫情中的生命权和健康权,"
　　新华社联合国5月1日电（记者王建刚）联合国秘书长古特雷斯1日表示，肆虐全球的新冠疫情给老年群体造成重大冲击，人类社会应高度重视和尊重老年人在疫情中的生命权和健康权。
　　古特雷斯在当天发布的《新冠疫情对老年人影响》政策简报视频中说，老年人感染新冠病毒后的病死率更高，疫情给老年群体造成了“难以言表的恐惧和折磨”。他表示，老年人与年轻人享有同等的生命权和健康权，疫情之下“谁也不能被牺牲、被抛弃”。
　　古特雷斯说，新冠疫情不仅对老年人的健康造成重大冲击，也增加老年人陷入贫困、被歧视和孤立的风险，发展中国家的老年人所受影响尤其严重。
　　古特雷斯强调，要通过数字技术等各种手段为老年人提供援助。国际社会在社会、经济和人道领域展开的所有应对行动都必须充分考虑老年人的需求。与此同时，要充分重视老年群体的特殊价值，尊重他们的意见和领导力。",http://news.southcn.com/international/content/2020-05/02/content_190840326.htm
7,张硕辅检查“五一”期间疫情防控安保维稳和复工复产工作,"
　　南方网讯 5月1日，广东省委常委、广州市委书记张硕辅到市“五一”假期城乡安全保障联勤指挥部，检查调度疫情防控和安保维稳工作。到长隆集团调研文旅产业疫情防控和复工复产工作，并召开座谈会。
　　在市城乡安全保障联勤指挥部，张硕辅对节日期间坚守岗位的干部职工表示慰问。他强调，“五一”期间疫情防控和安全保障是一场必须打赢的硬仗，各级各部门要深入学习贯彻习近平总书记重要讲话和重要指示批示精神，全力做好战疫情、稳经济、保安全、稳大局各项工作。要坚持筑牢抗疫防线，深入落实常态化疫情防控各项措施，不断巩固疫情防控持续向好形势。要坚持守住安全底线，确保社会大局稳定。要坚持沉到工作一线，严格落实24小时“双值班带班”、外出报备制度和“四个一”机制，确保群众过一个安全安心健康的假期。
　　在长隆集团调研时，张硕辅强调，文旅产业在疫情中受到的冲击很大，要坚持疫情防控不放松，有序推动文旅产业全面复苏，进一步提升对经济发展的贡献度。围绕安全文明平稳有序开放恢复，切实抓好景区、酒店等重点场所疫情防控，坚持实名购票、体温检测、控流分流、环境消杀、保持距离，引导游客做好个人防护，夯实复工复产的坚实基础。加快制定实施全市文旅产业复苏行动计划，大力开展系列促进旅游消费活动，打响“广州欢迎你”品牌，加快推动文旅产业转型升级。发挥长隆集团等龙头企业带动作用，面向粤港澳大湾区，加强与周边城市协同联动，加快推动文旅产业生态链和供应链联动复苏，努力把疫情对经济造成的损失降到最低。
　　南方日报记者 陈思勤 通讯员 史伟宗",http://news.southcn.com/gd/content/2020-05/02/content_190840304.htm
8,张硕辅检查“五一”期间疫情防控安保维稳和复工复产工作,"
　　南方网讯 5月1日，广东省委常委、广州市委书记张硕辅到市“五一”假期城乡安全保障联勤指挥部，检查调度疫情防控和安保维稳工作。到长隆集团调研文旅产业疫情防控和复工复产工作，并召开座谈会。
　　在市城乡安全保障联勤指挥部，张硕辅对节日期间坚守岗位的干部职工表示慰问。他强调，“五一”期间疫情防控和安全保障是一场必须打赢的硬仗，各级各部门要深入学习贯彻习近平总书记重要讲话和重要指示批示精神，全力做好战疫情、稳经济、保安全、稳大局各项工作。要坚持筑牢抗疫防线，深入落实常态化疫情防控各项措施，不断巩固疫情防控持续向好形势。要坚持守住安全底线，确保社会大局稳定。要坚持沉到工作一线，严格落实24小时“双值班带班”、外出报备制度和“四个一”机制，确保群众过一个安全安心健康的假期。
　　在长隆集团调研时，张硕辅强调，文旅产业在疫情中受到的冲击很大，要坚持疫情防控不放松，有序推动文旅产业全面复苏，进一步提升对经济发展的贡献度。围绕安全文明平稳有序开放恢复，切实抓好景区、酒店等重点场所疫情防控，坚持实名购票、体温检测、控流分流、环境消杀、保持距离，引导游客做好个人防护，夯实复工复产的坚实基础。加快制定实施全市文旅产业复苏行动计划，大力开展系列促进旅游消费活动，打响“广州欢迎你”品牌，加快推动文旅产业转型升级。发挥长隆集团等龙头企业带动作用，面向粤港澳大湾区，加强与周边城市协同联动，加快推动文旅产业生态链和供应链联动复苏，努力把疫情对经济造成的损失降到最低。
　　南方日报记者 陈思勤 通讯员 史伟宗",http://news.southcn.com/gd/content/2020-05/02/content_190840304.htm
9,广东为常态化疫情防控下复工复产复商复市提供法治服务保障,"
　　南方网讯 4月30日，笔者从广东省司法厅获悉，省司法厅印发《关于在常态化疫情防控条件下强化复工复产复商复市法治服务保障的若干工作措施》（下称《措施》），出台4个方面19项法治服务保障具体政策措施。
　　省司法厅将持续开展“减证便民”行动，积极推行证明事项告知承诺制，对司法行政服务事项原则上采取网上办理；在审批办事等服务中，对能够通过法定证照、法定文书、书面告知承诺、网络核验等办理或能够被其他材料涵盖、替代的，不得再索要证明。
　　在行政执法监督方面，《措施》要求积极推行行政执法“三项制度”，加快建设并推广应用全省统一的行政执法信息平台和行政执法监督网络平台，加大涉复工复产复商复市的行政执法投诉处理力度，加强行政检察与行政执法监督衔接。
　　《措施》还进一步扩大法律援助范围。贯彻执行《广东省申请法律援助经济困难公民认定办法》，依法保障疫情病患者、疫情病亡人员家属、因疫情失业职工等困难群体的法律援助需求；将受疫情影响导致经营困难的企业主纳入法律援助范围。
　　南方日报记者 关喜如意 通讯员 粤司宣",http://news.southcn.com/gd/content/2020-05/02/content_190840307.htm
