3-18,0.44285714285714284
3-19,0.4209445585215606
3-20,0.42429906542056073
3-21,0.4880294659300184
3-22,0.44547563805104406
3-23,0.5272331154684096
3-24,0.4261241970021413
3-25,0.41371158392434987
3-26,0.47692307692307695
3-27,0.4444444444444444
3-28,0.38247863247863245
3-29,0.4304932735426009
3-30,0.40725806451612906
3-31,0.43400211193241817
4-1,0.4450892857142857
4-2,0.5026269702276708
4-3,0.5207889125799574
4-4,0.5657492354740061
4-5,0.3922413793103448
4-6,0.4890710382513661
4-7,0.5257595772787318
4-8,0.47608695652173916
4-9,0.40305010893246185
4-10,0.42289988492520136
4-11,0.46445880452342486
4-12,0.4696261682242991
4-13,0.43907793633369924
4-14,0.41648007165248546
4-15,0.4652870493991989
4-16,0.45714285714285713
4-17,0.38875305623471884
4-18,0.39951573849878935
4-19,0.46799116997792495
4-20,0.3985637342908438
4-21,0.3862928348909657
4-22,0.42638623326959846
4-23,0.41605839416058393
4-24,0.44370860927152317
4-25,0.40835266821345706
4-26,0.4548238897396631
4-27,0.44176430048242593
4-28,0.4386825508058865
