,2020-01-24
0,张宝大师：不错，跑平安前面去了
1,一八五二零壹零壹伍八五：中国三大保险公司：国寿，平安，太平洋。国寿是排第一的，国字头保险公司..
2,Shia_SH：平安昨天就已经发了、规模更大、但没宣传
3,共18条回复
4,大尖_hao：大尖新的一年祝你有诗也有酒、所走之路、皆畅行无碍
5,路微伟：中国人寿很仁义！
6,姨妈终结者：回复@疯中向日葵:你的狗命值多少
7,共10条回复
8,一览众山川：良心
9,淡淡的睡意哈：
10,前海居士_深圳：有社会责任感的企业，赞👍$中国人寿 sh601628$
11,ylzwm：最终陪不了几个钱，但意义重大。
12,飞铁幽灵：希望一分钱都赔不出去
13,ss不是zz而是sz：非典两个说法，第一个医护人员死了6个。第二个284人，医护人员占三分之一，你算吧。
14,共3条回复
15,天气明月清泉：能信吗?保险
16,MJY的123：这是真的
17,共2条回复
18,Super子龙L：国企担当
19,茂-哥：平安是利益第一
20,dpz145：你要不要长点脑子在评论，你去看看平安的力度吧！
21,茂-哥：回复@dpz145:是不要看表面
22,共4条回复
23,nsygxz：好
24,Sayo1：仗义
25,禾木0101：这次人寿真棒！！
26,QX知夏：漂亮
27,旅途吃货最大了：第一个、👍希望其他的保险公司跟上
28,蓝迪2013：好棒👍
29,黔说开：不错
30,天尊6911：做的好
31,Orange_0612：
32,libing_icy：@Dwarf_Lin
33,反而很甜：中国平安面向全国800万疾控和医护人员，提供人均50万的保额。大家都是好样的！ ¡评论配图
34,王建子1984：国寿很棒
35,咩星9万9千光年：愿战士们平安归来
36,认知一在路上：有心就买了医疗物资捐过去，捐钱的利用率太低。
37,宠物宝贝2018：看来我家保险全部在人寿买是没有错的
38,斯通保险全额退保：这个得赞👍🏻赞
39,老骥伏枥的冀：
40,虫主牙口黑口合：平安也作出反应了，看看公告吧。
41,咕噜宝619718重逢在花路：
42,狭路相逢勇者胜3747：
43,西安晚报3C生活：公益之举，让一线的工作者，安心。
44,zhq红光97739：赞，武汉最紧急的不是加油而是实打实的支援
45,陵墟l：这事情做的地道，至少解决了医护人员的后顾之忧
46,小火炉妹儿：没有人愿意用得上这900亿，这900亿都用上，那18万医护人员怎么办？
47,Afresh_c：中国人寿很不错呦
48,布剪刀石头516：你他妈卖保险这个时候还不忘记宣传自己，我不知道别的保险公司有没有为这次灾情出力，反正是没见到新闻，就他妈看到你人寿了。灾情过后再报道你为一线人员投保不行吗？非要这时候博眼球
49,你少来ya：你出一分钱了？
50,不作枝想：作为@中国平安 的小小小股东，如果中国平安愿意跟中国人寿分担一些，我也愿意承受可能的公司利润损失。
51,毛毛22220999：感染后致残身故才赔付。还是支付宝良心，一线医护人员确诊了就赔！
52,号编9527：谢谢你们
53,youzhou奇点：捐了吗？
54,不妄献世：做了件善事
55,RunningKeepRunning：点赞！
56,李伟黑马：老师您好，601718际华集团居然旗下有天津华津制药有限公司，其中有很多药物是治疗肺炎，流汗病毒，咳嗽，发热的，现在估价很低，还没有涨，请问老师现在可以杀入吗，
57,小月20110630：好
58,宇良之家：虽然有大爱，但还是希望医护人员都平平安安！！50万买不回性命，希望大家都能健健康康，战胜病毒！
59,meli2012：向人寿致敬
60,灿烂__人生：希望湖北下属地级市县城的医护人员也能得到帮助
61,慎思慎言的小民：应该这样！
62,是猩猩不是星星星：作为中国人寿的员工感到很自豪
63,晴天便好jin：凑热闹
64,如果当时抱你也许结局难讲：
65,一本毛选看世界：今年还买人寿的车险
66,Thea要像个小太阳：哇，这个好棒！
67,ank琯倌：
68,从容淡定2003：中国人寿有责任感
69,驴小欣：为什么不能立刻马上多捐赠些防护服和口罩过去呢？
70,一吋De阳光：又捐赠了1500万资金物资
71,maldini0428：保险公司都是骗子
72,无缝墙布精装修：保险公司都是吸血鬼
73,小鹿丶Amily：希望医护人员不要用上这个保险🙏🙏🙏
74,大伟的一家：有社会担当！
75,曲别针66：怎么说呢，有点怪
76,MandyWang-Stars：这应该给个拇指哥
77,高经理的平安人生：给人寿点个赞
78,嘴贱的人欠抽：人寿表心意赞一个，可是真得拿到这笔钱的家属该是什么滋味呢！希望所有医务人员归家，老爸老妈靠你养老，儿女靠你付学费，老公，老婆需要你陪伴。
79,秋天吹风扇：人寿官微怎么没说呢
80,清水古道：国企威武
81,暖暖哒轩胖儿：良心！点赞！
82,涛声艇影：这
83,November029：
84,苏州_艾弗森：感动，给力
85,民政局啊：。。。
86,我的公主殿下臣来迟了：买中国人寿保险，就是给自己买平安！
87,王有才哥哥：人寿牛逼
88,锦鲤附身ing：不错
89,火水哥：人寿好样的
90,桃园奈奈生desu：
91,红棣棠minmin：点赞！
92,弯刀530：正常是这也不赔那也不赔，现在不过是来蹭热度，哪天他赔了再说，治疗方面费用有政府买单了。
93,住在北极吃白糖糕：感谢优秀的有社会责任心的企业 中国人寿
94,数学课代表老白：做为中国人寿散户持股17万股股东决定长期持有
95,丶遥远的Ta：牛逼
96,windflower866：有担当的好企业！！
97,浔出没：哎，五味杂陈，不知道该说啥！好像也有道理，但是好像隐隐觉得好像不太适用！
98,你的宝藏男孩鸭丫：不是医用口罩和n95行不行呀
99,茂林修竹516：中国人寿为你点赞，棒棒棒👍👍
100,多雨08：不是中国平安吗
101,xiaoyu9991：国企人寿好样的！平安呢？
102,2019冰雨：有良心的企业
103,二分之牛：赞！！！！！！！！！！！！！有担当的企业！
104,丫丫96437：@MHMyi-
105,绿茵L5023：抗击非典时期你是第一个冲向最前线，说把重的病人都送我这儿来，抗击新型冠状病毒肺炎的又是你第一个冲向最前线，你就是中国工程院士钟南山，你是国际巨星，你是中国的明星！是人们崇拜的偶像！ 愿2020年国泰民安！
106,幻觉欢笑声：湖北省长：问题不大你们别慌，我看会儿团拜会就来
107,全是学长：偷吃野味 病床C位
108,骑行人：84还要领头，下次谁来担当？
109,宅就是为社会做贡献：被焦急的病人团团围住的护士带着哭腔说“我不想回家过年吗？”“我没有闹” 穿上防护服背后写着名字和加油为自己打气的一线医护人员 他们才不是口号里喊的“无论生死”，他们也是人，是谁的父亲母亲，是谁的儿子女儿，是想要回家团聚盼着过年的普通人啊
110,陈天真遇见神灯：我是武汉人，我保证我家人亲戚绝不出门，翘首以盼好消息，相信国家不会放弃我们
111,全是美女：请再加大宣传力度，🙏 身边有些人还是不信，非说是卖口罩的炒作！谢谢！相信国家  🙏武汉加油，我们不造谣、不谣传💪
112,知你故来风：我觉得中央政府直接接管吧，武汉政府就是群飞舞
113,我叫令懿：哪有这样的军队83岁再挂帅...🙏
114,96号小熊铁骑：国士无双 钟院士也要照顾好自己
115,你好意思：就剩下西藏和青海了
116,小圆的Supreme女孩：辛苦啦
117,Roopletelchhmz-：钟院士和所以的医护人员幸苦了 你们也一定要平安！
118,叶子和它的耳朵：我们普通人做不了什么 但会乖乖听话 带好口罩 尽量不出门 做到不给你们添麻烦
119,一句话入你心：我们一起团结一心，众志成城。中国加油💪 做好个人防护，勤洗手，外出时戴口罩，尽量避免去人多的地方。不要吃野生禽类及其其它野生动物🙏
120,-Andybaby-：国士无双，致敬钟老！
121,超无敌珂小妹：那年非典我不认识钟南山 今年肺炎我认识了一个英雄 他就是钟南山
122,Super_Hazel：老人家一定要注意身体啊
123,CHEERY-L：一个始终在危机关头与死神搏斗 救人于危难，一方摆台唱戏对人间疾苦充耳不闻
124,我直接投降：先全国宣传到位啊！所有电视台轮播，戴口罩，不要出去聚会，不要出去吃饭！！不要春节一片祥和了。我们现在怕得要死啊！活着还能过下一个春节，死了就过不了了呀
125,虎门太平小子：老将出马，希望能力挽狂澜，战胜“新冠肺炎”这个恶魔！
126,根正苗红的好愤青：看着真他妈不爽，觉得有些人犯错打一顿就行了，有的人犯错，凌迟都不解恨//@幻觉欢笑声:湖北省长：问题不大你们别慌，我看会儿团拜会就来
127,Lofton-：坐标武汉青山 理解当时武汉的患者出去外地就医 我有医院实拍 武汉好多医院现在已经走都走不进去了 所有人都没有办法 医院要撑不住了 没有能力去救新患 而且没有床位 只能回家隔离 救护车这两天来我们小区五次 我们武汉人比外地人恐慌 病毒在我们脚下 我会坚守武汉 但那些走投无路出去就医的 也请理解
128,只因有你dl无与伦比：只希望特效药能尽早研制出来🙏🙏🙏
129,东西258：天佑武汉！天佑中华！
130,空心莲子围脖：//@软泥不软:武汉市长:越是艰难时刻我们越要团结一心！来！万家宴搞起！//@幻觉欢笑声:湖北省长：问题不大你们别慌，我看会儿团拜会就来
131,BettieK：辛苦了！！大家好好的！
132,咸鱼她貌美如花：不败战神 加油💪💪💪  武汉加油💪💪💪
133,粉curry超自豪：平安！保佑钟院士平安！🙏🙏🙏
134,犀哩犀哩：谢谢院士，院士辛苦了！新年还要奋战在第一线，祝您健康、平安、长寿，心想事成！我们有你真好
135,Lucky_badboy：十三年前非典过后就该继续研发不要停止了，什么所谓的没经费，都是扯淡！借口！中国是世界第二大经济体，人口众多，各种税收，拨不出来那点科研经费？要么是政府不够重视，要么就是咱们国家人才实力有限，没有实力研发，搞不出来。这种“亡羊补牢，车到山前必有路”思维对咱们人口大国是很危险的！
136,隔碧老宋：这时候感觉到科研人员的弥足珍贵了
137,青铜门-静候灵归：我现在好希望以前看的那种小说成真，就是男主获得传承，成为医药高手
138,YEUYELL：武汉不是有P4吗？？？
139,Chic飘一云：致敬钟老，中国加油
140,茗小咸咸：武汉加油
141,Murmurma：年龄那么大还得挑起大梁也是一种悲哀
142,一支可乐_：建议派士兵保卫重点医院，防止医闹
143,Y张小勇：致敬疫情中的逆行者
144,陌上繁花锦未央：希望所有人都配合防治疫情，钟南山院士已经是84岁的老人了，他也需要休息和关心，却坚持在为那些吃野味传播疫情的在奋斗，将心比心，就像你自己家的长辈一样，这个年纪是安享晚年的时候，他还在为研究疫情辛苦工作着，，愿钟院士健康平安
145,黑夜不哭的天使：我也是武汉的，我外婆去世第一年，他们要搞什么宴，一堆人，我跟我爸妈说事情太严重了，不要搞宴会，我舅伯他们非要搞，烦死了。我爸说到时候他跟我妈去，让我待在家里，不知道怎么劝我舅伯们，要哭了
146,蘭蘭蘭蘭蘭蘭裳：医护专家全力支持，武汉官员聚会吃喝
147,沈万三三三：就靠你们了 加油
148,Freddy-：院士辛苦了！
149,薯襄门地：钟南山任组长，我国开展新冠肺炎疫情应急科研攻关互联网+农产品飞超话
150,清雨r心：临危受命
151,来自河北的小粉红：组织协调，咱们的制度派上用场了
152,softheart5：虽然不是武汉人，但看得有了眼泪，绝望中的希望。希望快点，救人民于水深火热之中。
153,滕红波帝小窝窝：时间会带走的～
154,fengjingyy丶：心系武汉，中华加油，还有其他地方的同胞，别任性到处跑了，聚会什么能免就免了吧，为国家做点力所能及的事吧——保护好自己！
155,晚渡归青山：加大宣传力度！！！各位前线工作人员辛苦了！！！！
156,冬天里香雪海：向钟院士致敬
157,Heartbeat-girl：老爷子厉害哦👍，挂帅亲征！值得称赞👍👍
158,京师游子：84岁挂帅，可敬！
159,重庆的锅包肉：定海神针！
160,琪琪小幸运521：致敬钟老！武汉加油，中国加油！
161,多巴胺的小邮差：任重道远
162,河北辛集安古城老王：国士无双！
163,"曾屿晞暮：这样一个老人临危受命，那些活跃在YXH的“专家”,你们怎么不说话了"
164,妙得雨：国士无双，致敬钟老！
165,魏琪v7：致敬
166,要睡就睡许小嵩：这才是真正的国士无双！
167,破月尘：钟老呀，十七年前的非典您冲在前，十七年后的武汉肺炎八十四岁高龄的您又冲在前！愿疫魔早日被灭，祝福钟老福寿绵延！
168,米兰小铁匠9257：这么大年纪了。以后谁能担当大任，这才是国家的脊梁，建议让明星先去，赚那么多说起危险职业，让他们去轻松下
169,还算长情：加油，我好害怕，因为家人有四例已经确诊了
170,海纳百川中V：官员的不作为难为这个老人了
171,Taylorpacker：(｡･ω･｡)把湖北拆迁移到湖南不就完了？
172,叶建勛：转发微博
173,弋路爬墙等黄花：这么大年纪还在前线，那些吃野味的，你们良心不会痛吗？他过年本该儿孙环绕高高兴兴吃顿团年饭。
174,婷宝加盐不加糖：🙏🙏🙏感谢公卫人感谢疾控人国难当前 你们总是挺身而出！
175,牛牛：一定要开发特效药出来
176,wu洁子：我们都是普通人，帮不了忙也绝对不给医护人员和国家添麻烦，武汉朋友加油(ง •̀_•́)ง，相信好消息很快就有
177,兔仔_婷：
178,小甜饼就爱吃鱼：天佑中华🙏
179,绿松石说：致敬全国医护工作者、新闻工作者、和千千万万为此加班的人，数据一天比一天太吓人！大家先平平安安健健康康，渡过难关后！再问责那些乱吃野生动物的人！现在武汉真实情况？？？
180,情书与猫冂：钟教授救世主，保佑钟教授不要被感染🙏🙏🙏
181,85后de小警察：
182,上辈子是只南瓜：相信钟老先生！
183,中发白5250116：不计报酬，无论生死。   试问大海碧波，何谓以身许国？   青丝化作白发，依旧铁马冰河。   大圣，此去欲何？ 踏南天，碎凌霄。  若一去不回…… 便一去不回
184,好运常在-2021：好样的，我们听从钟院士的指挥
185,Yee-Flipped：祈愿平安 团结一心 众志成城
186,迪斯妮吹泡泡：辛苦了
187,Jinsukw：加油！
188,平静再平静a：新冠是啥，不是叫武汉肺炎吗
189,猎狼啸月：怎么办还在扩散呢
190,Tianjin滨海吴彦祖：这才是专家了吧
191,刘书礼1947：钟南山，冠状病毒的克星。全国人民期盼你！任重而道远！
192,Namjagba：钟院士到达武汉第一时间通过央视就发表了：“没有特殊的情况不要去武汉。” 作为一个科学家对于切断传染源的表达已经够清晰婉转了。但从院士的警告到真正采取行动耽误了将近3天时间。现在扩散到全国，而我们只有一个钟南山。恳求有过武汉经历或从武汉已经到了外地的人员自行隔离，拜托了！
193,田纳西华尔兹626：钟南山院士的消息出来，我就安心了一些～
194,外带全家桶：科研跟上了，希望行政不要拖后腿！
195,陶佳麒：希望这种时候政府能好好配合各医院   加强医疗单位的安保治安问题
196,梦小娥：钟院士加油大家都要平安
197,番茄你个西红柿吖：不平凡的人做不平凡的事👍🏼👍🏼👍🏼
198,运随心动----记录卡片：中央政府直接接管，武汉政府就地枪毙
199,anita98yi：一人逃跑，全国谴责
200,龙抬头NL：钟南山，袁隆平，这两个名字让中华民族骄傲。
201,追逐我的明天三局小卡：加油(ง •̀_•́)ง我们中华民族永远都是坚韧不倒的名族
202,星星子Alkaid：國士無雙！致敬鈡老！
203,Kellyqinh：相信科学的力量，相信知识力量，相信钟院士❤️ ❤️ ❤️
204,阿丁demi0809001：心疼钟院士
205,我得暂时改个名字：相信团结的力量我们也别无他法
206,2021过六级：加油
207,大魔官：都加油吧！
208,CrisM_：🙏🙏🙏
209,酸奶煮沫白：辛苦了
210,唐印的小公举：🙏🙏🙏🙏🙏🙏🙏🙏🙏
211,-肌肉小奶狗-：加油武汉加油中国
212,南风中的威威：中国挺住啊！！！
213,dear月亮不抱你：保护好自己 加油！！！
214,誰他媽沒有織過毛衣：钟究是你，迎南而上，重于泰山
215,沉睡的甴曱君_：请务必平安健康
216,无末-绘：感谢抗病毒第一线的医护科学人员，相信人类也能得到进化
217,DxgXjg：为什么都是靠大家自觉的自发行为，政府的组织能力呢
218,皇甫长情：亲亲你再多说两句，等会政府部门人员就来找你麻烦啦
219,一切都在时光中：你想给领导添堵？
220,共5条回复
221,叶塞尼亚201512：对了 必须开窗通风 北京非典时期 公交车坚持运行 但是公交车和出租车司机的感染率非常非常低 当时时任的王市长指出 这是因为公交车和出租车全面开窗通风的原因！！！请各位顶我上去 请发布者联系企业集团 不好开窗户的话 可以拆掉 请保证医护人员和司机的安全！！！谢谢！！！！
222,kosmkosm：危難時總有人義薄雲天，綻放人性的光輝
223,叶塞尼亚201512：谢谢谢谢！！！！请司机一定要注意防控 谢谢你们！！！！
224,勤奋的忘知：武汉市委市政府简直愚蠢至极。一冶董事长比市委书记市长脑子好使
225,孤独旅行913：这个医院就是一冶的
226,陆斐然：停运之前想过怎么解决医护人员吗？
227,CV大狼：建议一冶领导班子接替武汉市委班子
228,lengleng2020：政府一直在缺位
229,AriesLIli：为什么现在这种情况，武刚不能停工，军训会期间都可以停工，武刚人员密集，青山区很多人在里面上班，而且青山周边乡镇直到今天还没有什么很大作为，都没有进行消毒什么，希望有关部门可以重视重视
230,木子LING0205：求关注
231,lllalllll：政府呢？
232,不会画画的小创意：感恩
233,小娜子2010：我明天上班都不知道怎么办了，接到通知说我们停止休假全部上班单位也不派车
234,吧噗噗噗噗噗噗噗_：谢谢你们！
235,Omoiei_Ro：感谢你们🙏🙏🙏请都要做好防护措施啊
236,So他娘lucky：感谢
237,小刘的废话篓子：谢谢🙏
238,奔跑在广东的随州丫：武汉无政府状态自治区
239,做个女巫：这就是你们讲的女司机！
240,CCREK：都很棒，请做好防护
241,槐序有猫：我们需要这种实际的措施！希望赶紧好起来！
242,凤凰鱼肥：医护人员吃饭成问题，社会上的餐厅站出来承担！湖北政府决定禁行，又完全没考虑医护人员的交接班出行，然后这事儿又被企业做了！话说湖北领导们，你们有脑子吗？现在看到的全是社会老百姓自助自救，请问湖北政府除了一张嘴封城禁行，号称物资充足，你们还干什么实事儿了，要你们有何用！
243,Henry呵：企业、民间自发组织的支持，都对医护人员提供了极大帮助，但是这些工作本就应该当地政府来做，企业、民间组织、社区做的越多，越说明当地政府缺乏应对措施！
244,小熊先生_1992：湖北的临到们拍屁股思考，百姓和有社会责任感的企业都用的脑子，差别还是很大。
245,八千年三碗里：
246,平心静气-8888：现在是自治状态了
247,娏女-Akiraa：两位司机选的好！
248,-愈音-：杨远钢、桂艳萍两位师傅不讲条件，人民不能不给师傅条件，要给师傅调休，还要给师傅奖金！
249,夏木由子：谢谢你们
250,沙雕萌鹅：钟老师辛苦您了
251,罗蛮蛮就是要一夜暴富：国士无双钟院长 一定要平安回来！
252,芳心纵火犯未遂嫌疑人：17年前就是您，现在还是您。愿平安
253,吃栗子的小叮当：还好我们有钟南山
254,钟硕欧巴我好爱：加油(ง •̀_•́)ง
255,嗦粉高手oreo：钟老师新年好您辛苦了
256,沐子沐子-爱生活：我们心中最帅的80后，面对生死，义无反顾。关键时刻能够为人民造福的，才应当成为全民偶像。
257,是啥是啥啊：辛苦了辛苦了
258,卷心是个吃货：钟老师拜托了，中国人民感谢你
259,星际夢想专家：国士无双啊，一辈子尊敬
260,宁静夏天i：相信钟南山院士，相信国家！
261,4U-komorebi：辛苦了，一定要注意安全
262,nin还好吧：什么时候才能有疫苗
263,姝姝子给南王请安：挂帅出征，国士无双，您辛苦了钟老
264,风吹弋江洲：国士无双
265,来不及Lin：辛苦了，一定要注意身体
266,想要有猫咪和狗子：致敬永远的男神
267,等待戈_多：加油(ง •̀_•́)ง！
268,77th允石：84岁的人，依然精神气足，最危难的时候，挺身而出，真正的脊梁！
269,6002the_Lisa：辛苦钟老师了，全国人民感谢您！
270,小样儿chp：谢谢您，辛苦了。
271,为自己找快乐：钟南山大神一定要平安健康啊 你安全了我们才能更安全🙏
272,谁不曾遗憾-我会更勇敢：辛苦了，注意身体
273,-Little-Sumnshin：幸好国家现在亡羊补牢，希望为时不晚，湖北省委，政府，武汉市委，政府主要领导应该全部停职接受调查
274,瞾彣饕：复旦关于此次病毒数据公开，却被南开用这数据抢发论文片 南开已不是往日的南开 国难财真好发 ”研究资金”又有了
275,放的什么屁彩虹屁：临危受命。辛苦了
276,shlsea：钟老师辛苦您了
277,Yulia鱼雁：钟老师辛苦了 新年快乐 感谢有您
278,2021年的锦鲤王：辛苦
279,余三少：致敬英雄
280,蜜糖3-3：84岁了，还临危授命希望您能好好的，身体健康，一定不要有啥事！
