,2020-03-27
0,李淳风·：群体免疫第一步，自己先感染，做表率
1,一路诗来：太子守国门，中堂死社稷，壮哉大英帝国
2,乾隆bo：卧槽，这真的是直接攻打水晶啊你自己免疫力练出来了吗
3,米发嗖：记得好了后，查查生殖系统
4,Eternal_北顾：老佛爷跑了，太子中招了，现在就连中堂大人也……天要亡我大清……不是，大英啊！
5,玫瑰与莲白：新冠病毒专治各种不服
6,一个不愿意透露姓名的妇女主任：新冠病毒唯一特点就是公平，对待每个人都一样，你重视它，它就远离你，你瞧不起它，它就要发脾气。
7,請給我壹首歌的時間：特朗普：老鲍，你怎么抢我的戏呢！
8,共1条回复
9,iBingo：约翰逊：群体免疫第一步，我身先士卒。
10,孙明展：王储、首相都接连中招英国疫情的真实情况估计比数据更严重。
11,淸晨_love：首相都开始免疫了！看样子集体免疫学说在英国推行的比较顺利
12,贝儿贝尔Belle：为临时奶爸点赞！感谢你们
13,夏目漱石我的猫：默默付出❤️
14,极品爆笑哥：有爱
15,一束捧花的幸运：好幸福哦
16,佐你成邦：哈哈
17,车厘：好有爱
18,让我随风起：有爱
19,moon_watcher：超级奶爸🍼🍼❤
20,贺兰谨：过集体生活的动物们
21,普鲁斯特Proust：猫咪不让摸呢
22,绗缝熊：❤️多关注猫猫狗狗
23,守护karrywang：
24,不念旧-只为你：
25,阿霁啊_：
26,槑槑不是戴戴：进来吸喵
27,情感戏剧：条件允许的话就解啦，在家待久了真的会把人憋疯的！
28,共8条回复
29,胡师傅的微博233333：请关注九江事件，谢谢
30,共24条回复
31,你是温柔本身L：江西黄梅！！！顶我
32,共13条回复
33,而是我的钻石：九江特警殴打黄梅民警关注一下！
34,大杯去冰加奶盖：江西九江和湖北黄梅那个到底是怎么回事呀，能说清楚吗
35,共5条回复
36,mikeryo：太好了，武汉战疫胜利了👏👏👏👏
37,共1条回复
38,乾隆bo：太好了，为祖国点赞
39,有混蛋潜质的老实人：终于看到了小区解封的消息
40,别管我怎样你开心就好：看了下评论好像大家都以为武汉解了...其实都是在！放！屁！到现在为止没有任何一条新闻敢说武汉何时解封，4月8官宣也是外省返岗解除离汉通道，没说让武汉人能出小区！！！全都在搞忽悠，搞得大家以为武汉解了，继续忽悠我们呗
41,共6条回复
42,薛薛吃饭了：现在的问题不是接触封锁，而是解除外省人歧视湖北人的心态
43,真性情的疯子：打起来了……
44,gogotitin：麻烦关注一下九江黄梅事件 谢谢
45,kskky：武汉都解除了，南京还不允许外卖进巷子
46,共13条回复
47,航哥想瘦呢：品下鄂赣冲突事件
48,月亮文015：没有戴口罩，一直在摸话筒。如果他感染了，这样会感染后面摸话筒的人
49,死了都要淘：首先保护好你们的医护，他们若倒了那就没人救病人了
50,一抹阳光2021：早知今日何必当初，嘲笑那个带口罩的议员时想到过今天吗？傲慢自大害了你们
51,甜甜的兰兰兰：热干面给意大利面加油打气，不要放弃啊，会好起来的
52,要做个酷盖呀：真的太难受了，希望疫情快点过去，全世界都好好的🙏
53,夜寐sink91730：加油！病毒是全世界人类的公敌。只要你们不放弃，我相信你们的人民会和你们站到最后。国际友人也会陪你们站到最后。站到最后的永远是赢家，不要轻易对病毒低头。
54,好币：很诚实，至少不会说官话一套一套的。
55,谭秦东医生：加油意大利
56,竹韵梅心2013：比当时的F4坦诚得多。
57,风轻3263：可见，我们囯家为控制疫情付出了多少财力，人力，物力
58,蔓子禾：命运共同体
59,好厉害812：疫情，主要要自己救自己。。希望早日恢复吧。。。看了那么多年球，对意大利也有点感情了。。哎。。
60,清迈水晶晶：早点让意大利人人戴口罩也不会严重成这样啊，就算到现在了，都还不跟意大利人讲清楚，戴口罩能防止呼吸道传染病
61,我也不晓得卖了个啥子：新冠回娘家了就是不一样
62,共8条回复
63,淸晨_love：我们自己还没完全走出疫情呢，先总结我们自己的，控制疫情输入才是王道
64,共2条回复
65,少博沧海：我真的不想骂一些无耻的媒体！现在倒开始总结别人防疫的教训了！！还有，满屏意大利的棺材，伊朗运尸体的车队……我们呢？一张武汉人领骨灰盒的照片都不敢让它存在吗？？媒体的风骨品格，老百姓心中有秤！
66,共11条回复
67,今天没打球-：美国没想到最后坑的是自己
68,共10条回复
69,确认是渣浪：落叶归根
70,鹿城鲍歌leo：美国病毒发源地
71,共1条回复
72,九-天-吴：首先不是三月中旬大爆发，而是美国早就爆发了去年圣诞节前后。三月中旬数据猛加是检测的原因，没检测都当流感处理呢，一百人中有八十人感染，要是不检测一个也没有，检测五人有四个，检测十人就有八个，这不就翻倍了。所以美国检测越多数据就越可怕
73,共5条回复
74,德盛隆：美国忙着抹黑中国、看笑话中国、吹牛X、党争……忙得很
75,寳四：照这个趋势，明天上十万了，美帝医疗水平还是很强的，一般国家扛不住
76,共1条回复
77,一片稻城：新冠回娘家了，没想到越变越厉害了
78,马克杯cup：赶快送@方方 大作家驰援美帝
79,共1条回复
80,翻身地主得解放：这说明美国去年根本不是什么流感，是新冠病毒。美国现在就是群体免疫法。
81,strong满满的自信：为啥美国🇺🇸增长如此之快？只能说美国🇺🇸是发源地，而它隐瞒了实情！现在的爆发就是水落石出大家都想想吧，美国🇺🇸一个不负责任的懦夫政客们做出的愚蠢之事。
82,zu海洋：新疆自身条件也不是很好，还援助他国。真的，没有那个国家能做到中国这样不计前嫌，大爱无疆！
83,共304条回复
84,刘安娜小提琴的大备胎：巴铁加油
85,共90条回复
86,十米大刀来砍你m：新疆很棒，给你们点赞
87,共23条回复
88,Manyjason：新疆好样得，主要是捐赠巴铁让我更敬佩
89,共6条回复
90,iBingo：巴铁加油
91,共21条回复
92,每日甜份：中巴友谊长存
93,共8条回复
94,橘子是战战的呀：巴铁加油，祝早日战胜疫情
95,会计研究杂志社：新疆很棒，希望巴基斯坦度过难关。
96,赵天天：身为中国人我们都应该感恩与自豪！大家都看到了，短时间内只有我国才能完成闭户封城的举措！短时间内只有我国能建造那么多的医院！短时间内只有我国有无数八方支援的同胞，一线工作者辛苦！中国人民就是有着一股力量，每当遇到困难，举国上下，团结一心。这就是中国魂！
97,共4条回复
98,绿城76人：团结一致，和睦协力一定能战胜疫情中巴友谊长存
99,杉菜姐姐：巴铁撑住
100,小王想躺赢：我大新疆有巴铁这样的邻居也很暖心啊
