,2020-02-28
0,每日甜份：掩耳盗铃 没有公布就是没有感染的意思？
1,共2条回复
2,做自己的小栗子：如果武汉当初这么搞，BBC等媒体还不得炸了
3,共6条回复
4,圣母白莲花公主：意大利是一朵大奇葩，建议直接不公布好了
5,共3条回复
6,广东第一名鸭：橘子扔的挺开心
7,HuJYanne：之前不停骂我国zhidu、政策、举措的大陆废青们，你们那个时候天天拿国外什么什么好的天天骂我国的志气哪去了？？？天天骂我们是小粉红的现在又哪去了？
8,共22条回复
9,大重庆你好：公知说的知情权呢？请开国门@外交部发言人办公室 放公知
10,共2条回复
11,冰冰葳蕤：意呆利果然是很呆，全球除了中国，只有它是认认真真检测和报数的
12,共18条回复
13,诶呀没想到啊：掩耳盗铃 自欺欺人
14,二林二林2020：每个国家都有不同的风景。。。学USA公关不公布或过几年再公布岂不更好
15,共1条回复
16,呢喃颂道：民主國家消息不透明了？
17,胡老板的二掌柜：你直接只报死亡人数多好，这招掩耳盗铃用的不错
18,共1条回复
19,姜在寶：没想到你个浓眉大眼的东西，也背叛革命了？
20,妖妖n妖妖：别到最后弄巧成拙
21,式微胡不归mm：湖北省外也需要……
22,共34条回复
23,WestbrookTJ：湖北人在省外上班的人怎么办
24,共24条回复
25,花一个卷儿：省内可以流通了 滞留在外地的也可以回来了，那滞留在湖北的呢？？？他们就该继续被关吗？
26,共35条回复
27,為所欲为Ma4c：滞留湖北的外地人呢？
28,共27条回复
29,村儿里的阳春白雪：滞留在湖北省要回去外省工作的怎么办呀
30,共6条回复
31,吃瓜群众灬：湖北除了武汉可以别的地区缓慢开放吗 有些地区都十几天没有新增了 为什么要这么蛮横的一刀切啊
32,共47条回复
33,蓝风铃lx：省外需要返乡返工返学的怎么办
34,共15条回复
35,一脸小娘包：那我们在外省上班的怎么办？？何时才能出去？？
36,共4条回复
37,不忘初心990331：只希望通过这一次的疫情，让国人真正的长记性！从根本上杜绝野味！保护动物，保护生态平衡，其实就是保护人类自己！也希望通过这一次疫情，年轻人的价值观能得到洗礼！将更多的资源和尊重给与科学家，教育家，医学家！娱乐，明星，小鲜肉无法救国。唯有教育，医疗，军事，科技才是强国根本
38,共5条回复
39,星球六今天又涨停：我要出省啊
40,人人都说猪肉贵：坚决反对“外国人永久居留权”通过！强烈建议改善国内环境，留住本国人才！
41,共3条回复
42,紫心冰雁love：现在湖北省内的有能领到绿码的吗
43,共38条回复
44,期期顺溜：央央，我们已经憋了30天了！用工单位也不会派车来啊！有没有政府点对点包车的，车费贵点没有关系！蕲春社区也天天测体温，啥事没有！能否政府帮忙想想办法的！我们这五口人探亲滞留湖北
45,共10条回复
46,1007ywwg：乌兰察布市我的家
47,共3条回复
48,曼谷小象低速降解中：7300公里，14天，每个小时21公里？
49,共7条回复
50,开光匕首：俄兄这个时候就这么绝情了？？？六毛网评为什么不洗地了？
51,共1条回复
52,西瓜会便宜的：为什么是乌兰察布 而不是北京或者张家口呢
53,共2条回复
54,姑娘要坚强Sean-X：乌兰察布我的家
55,凉城_璐璐：万奥卡姆兔，乌兰察布！
56,股市第六帝国：转发微博
57,我是那个李先生：还以为送的🐑运来了
58,共1条回复
59,不忘初心990331：坚决反对“外国人永久居留权”通过！强烈建议改善国内环境，留住本国人才！   废除此条条例！！！
60,共695条回复
61,无谓秋月：坚决反对卖国条约#外国人永久居留管理条例# ，不能让全中国沦为第二个租界，不能让中国人沦为下等公民
62,共53条回复
63,无心的瓷娃娃：杨宜勇这个憨批
64,共345条回复
65,意大利小钢炮-：杨宜勇自己儿子就是个外国人现在出来整这事？
66,共243条回复
67,小二上首许嵩的歌：这片土地孕育的就是黄色皮肤的龙的传人，不要给我们制造什么变色龙！！！
68,共83条回复
69,Skmukzky-：！！坚决反对《外国人永久居留条例》！！ 一、登录中国政府法制信息网（www.moj.gov.cn、www.chinalaw.gov.cn）或者中国法律服务网（www.12348.gov.cn），进入首页“立法意见征集”栏目提出意见。 二、通过电子邮件将意见发送至： YJJL2020@chinalaw.gov.cn。
70,共165条回复
71,世界顶流：#外国人永久居留管理条例#自己人在外地都要年审的暂住证凭什么外国人永久?中国是发达国家?历史上抵御和抗击是为了什么都忘了?原始社会、奴隶制度、封建制度、半殖民地半封建制，新民主主义制度和社会主义制度然后向欧美看齐走资本主义?变相给入他国国籍的明星和官员及其子女，商人等双重国籍保障利益?
72,共30条回复
73,你的ta板车要滑向哪里：提出这管理条例的是站久了想跪了吗，忘记了你现在的生活怎样来的，你想跪十几亿国人可不想，老子反对，nt提议提出这管理条例的是站久了想跪了吗，忘记了你现在的生活怎样来的，你想跪十几亿国人可不想，老子反对，nt提议
74,共32条回复
75,小兔子欣欣：外国人不是不能取得永居证，可以，但是你这条例门槛也太太太太太太太低了吧!!!!这往小了说是引起社会混乱，大了说那是千古罪人!
76,共48条回复
77,Z流沙无形：这清一色的中国肤色不英姿飒爽么？这一声声字正腔圆的口号不悦耳动听么？这团结一心的民族忠魂不铿锵有力么？是谁想用一个屁股想出来的条例改变我们的祖国？？居心何在？😀
78,共12条回复
79,这位幸运的宝宝：👴🏿：我是炎黄子孙…
80,共92条回复
81,小胡dance：中国支援一下伊朗，伊朗也支援过我们
82,九命猫心不死魂不灭：唉
83,singmetosleepd：希望伊朗能顺利挺过疫情！加油啊！武汉也加油！
84,人间悄：
85,小蔡爱吃鱼：中国加油！伊朗加油！世界加油！
86,靡小荼：病毒没有国界，一起加油
87,今天3AM：挺住！！！！！
88,覓覓的覓：真心希望你们度过难关并好起来！🇮🇷……
89,玖AF：伊朗加油
90,溪风zn：真的不希望再继续传播了，在疾病面前人类如此渺小
91,Orionnn-：伊朗扛住
92,喜樂無常v：！加油
93,彦萱silk：注意安全，平安健康
94,Nancy--音：伊朗加油
95,Nnnnnnacny：伊朗加油
96,是小逗不是豆哟yu：恭喜呀祝福你们
97,共1条回复
98,睡美人967：恭喜，祝福，百年好合!幸福的一辈子！
99,与孙先生异地恋的倒数呀：祝你们幸福啊啊！！！！
100,俊明王子：恭喜！新婚快乐百年好合！
101,二十三份超甜_：祝福！！！
102,每日甜丧句：祝福一对新人。白头偕老。
103,啮花熊：很有夫妻相
104,只想守护你1021：祝福
105,Amy-幂：恭喜，祝99
106,共2条回复
107,小臧不吃生姜：祝福长长久久羡慕你们呀，同样是95后，我确实单身🐶 ，顺便问问有没有青岛单身小哥哥认识一下不能错过这个机会哈哈哈哈哈哈
108,共2条回复
109,玫开妍笑：如此别样的婚礼感动多少人！祝福新人百年好合！
110,重庆花泽类的原味薯片啦：祝福辛苦了幸福下去呀
111,w凝小妞妞：恭喜恭喜，祝幸福快乐
112,共1条回复
113,橘子汽水味儿的柠檬：恭喜恭喜
114,娜那是谁：抛媚眼？莫名想笑！
115,式微胡不归mm：抛媚眼一个不注意就会变成眼神儿抽抽
116,啦咔咔20310：哈哈哈哈
117,马尔克斯的冰块：不能在家呆着么
118,沈隽卿：意呆的风格总是跟人不一样……
119,一个非热心观众：是哦，西方流行贴面礼，吻手礼……看来这次…这个改变刻不容缓。
120,axy_333：眼睛感觉好累啊不回抛媚眼怎么办呢
121,二枚目仔：若是一个中国老太婆给你抛媚眼呢
122,杨穆穆大小姐：好可爱的奶奶！一遍遍重复：你洗手了吗？
123,Maple青青蓝天：好可爱也很有道理！
124,Harry雨三吉：有点可爱
125,Jacqueline726：我想给奶奶抛个媚眼
126,Jane默不语：哈哈哈哈，好可爱的奶奶
127,小京都：
128,Artemisia-Barbera：哈哈哈哈哈
129,梦里梦见珊瑚豆：
130,乔乔hj：土豆，洋芋，马铃薯，哈哈哈哈
131,将相相-：一时间还没反应过来
132,Hackex：我就是定西的，老家的洋芋真的好
133,Crayon-帆帆VIP：到目前为止我自己身边认识的，都没有收到捐赠的物资，菜都是花钱团购，自己组织的，捐赠的应该是满足一线医务人员和病人
134,jeffsummer：行政机关事业单位都有发物资，社区居民最多领到几根莴苣萝卜
135,蜜糖甜甜的：我妈妈家送来了两个莴笋两个小圆白萝卜和一捆青菜，我自己家小区这边虽然没给我们家送，但是80岁以上老人有免费物资可以领，我和老公买物资什么的比老人容易，特殊时期照顾他们我觉得是应该的。
136,共6条回复
137,小呀嘛小面条：湖北人感谢大家啦！我们家领到了不知道哪个好心地区送的紫薯，非常甜！口感绵密细腻！真的超好吃！
138,百香果红橙西米露：全国人民：一时不知道是该心疼湖北人民还是羡慕湖北人民。
139,夏天灿烂无比的阳光：折耳根只有四川和贵州的小伙伴能够欣赏吧？
140,路程很远走的很慢：湖北吃的￼，我们叫节节根
141,兰居川上：回复@路程很远走的很慢:喜欢就好
142,正版俏如来：收到了云南朋友滴大白菜！还有不知道哪里捐过来的南瓜！
143,Rukwa11Ngu：四川这个真实了哈哈哈哈
144,路程很远走的很慢：湖北人怎么可能不会吃节节根？
145,灵魂zai游荡：想知道湖北的老百姓都吃到这些了吗
146,蜜糖甜甜的：黄石人民吃到了谢谢大家！
147,共6条回复
148,蜜糖甜甜的：有些自身是贫困村贫困县也来帮助我们，大恩大德，没齿难忘！
149,y千江有水千江月y：希望我的螺蛳粉也快点发货
150,青杏川：然鹅 这些其他省捐赠的物资都一一到了百姓手上吗？为什么他们物价还是那么贵呢
151,蜜糖甜甜的：刚开始进入战时管控时没有监管渠道，好多商家乘机涨价，现在好多了，还能吃到30一斤的新鲜猪肉呢
152,共2条回复
153,数学使我和77一样头大：把全村最硬的鳞片给你！
154,玉上萧风吹碧落：冬虫夏草这种炒作的保健品真的别拿出来误导大众了，重金属超标不知道吗？食药监总局都说了不是保健品，食药监总局还曾发布《关于冬虫夏草不得作为普通食品原料的通知》。
155,Ninja央央金：但它确实是有记载的中药材
156,共2条回复
157,雪-流-星：方舱出院那个中医黑还是坚持说自己是自愈的，那你住什么院，浪费医疗资源，还把药给扔了
158,共31条回复
159,顺水行舟逆水推舟：中医方舱那个中医黑说把药扔了就自愈了，还神经活现的见人就说早知道啊……
160,共5条回复
161,-小满cici：拖到肺纤维化 就完了
162,我的名字叫浪味仙：#天津红桥区彰武楼小区拾荒老人被推搡殴打#
163,乌蓬成梦璇却青：@Chennqii 想给荷兰人看看
164,共1条回复
165,阳光照耀着塔什库尔干20：真心没错，要么为了利益要么半吊子西医//@都阔以了啦:说实话，科普博主真是没几个看上眼的，打着科普的幌子中医黑，分享点简单的科学知识就能随意质疑国家政策，满口造谣，良心全让利益集团挖走了//@Purple_Falcon:该给科普们截截图了。估计已经去暗戳戳改“自限性疾病不用治能自愈”这个说法了。
166,小鱼121573：天津有城管殴打老人，请关注
167,抢救中医黑：西医专家打脸中医黑！
168,姞雪心：讲真，治病这种事，还是听医生的。
169,Purple_Falcon：该给科普们截截图了。估计已经去暗戳戳改“自限性疾病不用治能自愈”这个说法了。
170,共5条回复
171,燕燕9785：戴口罩
172,执筆話情：赶紧重视起来 欢迎来抄作业
173,格拉斯-休：不忘初心
174,孔德磊：
175,luckily0712：转发微博
176,欧气小包：转发微博
177,代购18230698730：美国也有了
178,丢丢0rz：为献身者致敬
