,2020-04-23
0,素临尘妆：加强防疫！
1,说给汤圆的妈咪：五一也不出去玩，在家待着
2,半藏一口糖：五一节贵州省内景点免费，我会选择家乡周边带爸爸妈妈出去走走，也一定会注意防控的
3,龟儿子惹不起的摩爹：高度重视 做好防护
4,是李璟玉的璟：高度重视，五一就不出门玩啦，不给国家添麻烦
5,允允的小宇姐：高度重视，不要放松，五一我就宅家煲剧看书打游戏
6,17岁的思考者：湖北大学一窝贼，港独精日五毒俱全，公然支持参拜靖国神社。
7,阿爸玲珑转：我真的吐了，作为湖北人真的觉得太丢人了，又是支持港毒又是支持参拜靖国神社的，梁艳萍真的是太恶心了！
8,了不敌：加强防疫
9,__JJiannnn：加强防疫！！！
10,桜视频：加强防疫，一刻也不能松懈
11,撞击月亮的小行星：大家不能松懈呀，对自己负责也对别人负责
12,蛋卷奶盖：加强防疫
13,若初见Tanny：继续努力
14,e人生若如初见：@平安湖北
15,如梦似秋-YiBo：真的要加强防范，五一节放假尽量都在家吧！
16,庞建喆：美国是不是最优秀的防疫国家我不知道，但是美国总统肯定是最不要脸的那一个总统
17,map13116：确实最成功，感染人数是中国的十倍，还练就了甩锅的技能
18,共1条回复
19,袁小绿-echo：哈哈哈哈，快80W了，真TM好笑。
20,共1条回复
21,泪之轩：赶紧突破一千万，那样平均下来，就算死五十万，死亡率也没多少，加油小普子！你一定可以的
22,等爱的季节ILOV：我们快破百万了，能不成功吗
23,软软蝡：听他吹吧
24,诗晨68：好像活在自己的虚幻里
25,90育儿：感染率呢？可以忽略不计吗？
26,ChefViktor：川建国 我控制不了GDP了   但是我们可以控制人均GDP
27,清洁工_RAmen：孟子曰：“人不可以无耻。无耻之耻，无耻矣。” ¡查看图片
28,共1条回复
29,Richosong：是的，你成功登顶了
30,XU氵告：一天几万
31,鹿鹿W1999：老普头，悠着点变傻！
32,foxjoeleee：开始洗白
33,绞尽脑汁编名字：评论里完美突现微博4%的本科率，一篇完整的英文文献没读过就说开始洗白了。
34,共109条回复
35,卧虎_wolf：发论文是否可以证明早期没有隐瞒而是向国际公布了，如果是这样的话幸好发论文了
36,kakathere：幸好发了论文，也幸好疫情期间中国的科学家没有停止发论文。发论文本来就不是网友想象中的停下来什么都不干，天天在写文章。是做了一大堆临床，实验，科研之后的总结。
37,singtaoo：是，得亏发了。
38,共10条回复
39,我在天涯啊：精致的利己主义精英
40,雪山上的野猫：呵，要是不是高福院士早期发的那几篇论文，我们如今还需要承受数倍的国际舆论的脏水
41,相信明天的世界会更好：一脸的政客像
42,共18条回复
43,elvafmm：跟不懂科研的人解释他们也不明白...
44,不可思议的红色：嗯你懂，你有啥成果？
45,elvafmm：回复@不可思议的红色:我懂。我本身从事科研工作。有书 有项目 有文章 有奖项。并不是嘲笑不懂科研的人，而是一种无奈的心情。高福发文章一事没有什么不妥啊 你毕业了吗？如果有兴趣考研的话，了解一下科研，就明白了
46,背影子的密斯特：当初不发柳叶刀，现在柳叶刀会为中国说话？喷子们真的是一群文盲！
47,广西桂林陈工：回过头看，他们确实做得很好了，立大功，应该表扬，承受了委屈。
48,Tammy-_-光：中国这么多年被骂了这么多年，差这一会？再说跟大家说句人传人，耽误发论文了？
49,共5条回复
