,2020-04-30
0,fan4le_：这很好笑吗？上网课不算上学？五一法定节假日不休息打电话去教育局居然得到这种反馈
1,共1892条回复
2,我一倒床就睡了因为我很困困困：咋肥事，上网课居然等于放假
3,共552条回复
4,16区42号：这是欺负学生
5,共465条回复
6,荼靡与鱼Tumi：懂了，上网课＝放假
7,共206条回复
8,一串字字母：每天上网课也叫放假？欺负孩子不会还嘴？
9,共141条回复
10,菲菲菲菲常美丽的巨秃：接线员麻烦让学校给我们退下学费
11,共320条回复
12,我真的想睡觉了耶：这种接线员？？还被夸？？什么态度？
13,共162条回复
14,秋秋爱喝奶茶喔：放不放的是一个问题，首先要尊重一下打电话的学生吧。。不能因为对方是学生就觉得好欺负吧。。而且这种电话内容是不是该保个密什么的 。。。内容这样都这样传出来。。我都怀疑你是不是把来电发学校去查是谁了。。何况咱也坦荡点吧，谁不想休假啊，接线员读书的时候应该也不是特爱上学不想放假的吧。。
15,共216条回复
16,一个经济系同学：意思是学生得知足呗四五个月假是学生要求放的？放四五个月假是学生造成的？谁tm稀罕你这四五个月假接线员的口气都这么硬？我以为你是大老板教训属下呢
17,共122条回复
18,一头奶子：官媒已经开始鼓吹情理大于法律了？不是我上纲上线，这就是背离依法治国吗。这条推文的负责人不怕被问责？
19,共186条回复
20,沉默的弹壳lfr：自己网课上成啥样心里没b数？，想休息退学好不好
21,共1617条回复
22,·WENFY：你可以批评学生没有思想高度，但是你得按照法律法规处理占用法定节假日的行为。
23,共95条回复
24,cj120109103：把录音放到网上想邀功结果翻车了
25,共115条回复
26,·白雪新茶·：上网课=放假，所以这半年的学费住宿费书本费什么时候退一下
27,共73条回复
28,是妳超級喜歡的草莓味：网课不算课的话，退学费啊
29,共217条回复
30,Y悦猫猫：那我想问一下，我内蒙古呼和浩特市托克托县高三从二月一号开始上网课一直到三月底，四月初开始学校开学，我们内蒙古高三是继青海之后第二个开学的省份，每周只有周日有四个小时自由支配的时间，而且之前因为五一放假上周还补了一天的了，现在连着上了十几天的了身心俱疲了，然后临放假前竟然通知取消了
31,共239条回复
32,喵喵啵荷：什么高贵毛病？？   教育局也太有素质了吧
33,共27条回复
34,特仑苏买不起纯牛奶：这个很好笑吗？上网课本来就不等于放假，学生找教育局反映问题接线员就这态度？
35,共39条回复
36,淳冬：居家隔离等同于放假吗？再者说了，这段时间的居家也是因为不可抗力的原因，而五一属于法定节假日，真不知道教育局的工作人是何种站位？就算是着急补回耽误的课程，应该依法依规来进行，向学生解释清楚，而不是这样一刀切。
37,共17条回复
38,向阳而生逐光而行：无语，这几个月家长学生大概都被网课整疯了吧！法定假日凭什么不给人家放，搞的还挺有理的样子。
39,共15条回复
40,归鸟慕春云：教育局自己喊着停课不停学，然后自己不承认网课是课就这样还天天说人家老美特朗普双标
41,共18条回复
42,别碰毛不易：我觉得教育局说的没毛病
43,共310条回复
44,无敌大山雀：评论里的孩子人均神童 马上期末考了 加油吧 再多要求放几天 已经五月了   自己网课学的怎么样心里没数吗 接线老师说的一点没毛病
45,共329条回复
46,觉璐之心：网课效果是真的很差，不但学生痛苦，老师家长也痛苦。课肯定得补，至于怎么补就得好好商讨了，让学生老师校方家长都满意很难
47,共62条回复
48,喵咪papas：学生有啥好说的，老师才应该投诉吧，为啥五一要上班，为你们服务，还要被投诉
49,共231条回复
50,先吃个小小可可派：到了现在，还是一副高高在上的样子，要是说官僚主义哪里来，学校真的最严重不过了
51,共22条回复
52,_雯小雯：不觉得好笑 为什么媒体发的语气觉得这是件搞笑的事？
53,共3条回复
54,勋6875：接线员都说得很清楚了，都还没开学放什么假。应该是学校五一网课没停吧。而且中考，高考都确定只延后一个月，假期已经延后两个月了。如果你是孩子家长，或者老师你不着急！？。那些站着说话不腰疼的网友真的走开好吗。接线员说的很好啊，不着急课上不完吗，谁读书不是勤奋刻苦。别在那里说风凉话。
55,共257条回复
56,竢西边：评论里都是些什么风气。 都是些十几岁的孩子。
57,共277条回复
58,Divine霖：从早上六点四十到晚上九点一直在遵循学校的时间上课，甚至比学校的时间还早，你告诉我这叫放假
59,共62条回复
60,HG格霖配酱油蜂蜜芥末：学费补课费学杂费问钱的时候到爽快也不想想你说这话时的底气哪来的不是放假吗，有本事线上复工别拿工资呀可把你🐮 b坏了
61,共8条回复
62,江湖一个白小生：有什么好争的，就放假呗，到时候课程没上完考试成绩自己担着呗，尤其是初三高三！一定得放鼓励学生争取法定假日休息没毛病
63,共72条回复
64,Yoyohhhh：山东临沂市河东区汤河水务局工作人员开闸放水致一人溺水死亡，事情发生19天至今公安未给予立案或者不立案，人在殡仪馆第12天无法安葬！请大家帮忙转发我的微博让更多人的看到，帮帮我们跨省解决问题🙏🙏🙏
65,共11条回复
66,诺儿永远三岁：弱弱问一句 既然是法定节假日 加了法定两个字 不放假难道不违法吗……(我只是问问哈 求生欲 ～)
67,共57条回复
