,2020-04-27
0,融媒体张灏：抹黑别人，自己也干净不了，有意思吗？
1,姬YONGQI：美方不想想怎么控制疫情，把心思都用到怎么抹黑中国了。唉，老美啊老美。
2,旅行摄影CFD：警告美帝，谁再污蔑中国，就断货。
3,春时听声：坚决反对！
4,老王爷儿：大佬的发型还是那么不羁
5,逍遥之神的天地：先现身说法谈谈患病感受啊，在说说群体免疫的好处
6,灋之信仰：而且头发怎么变成和川皇一个色儿呢？
7,共10条回复
8,一个不愿意透露姓名的妇女主任：这要是英国普通民众的话估计早就黄了[捂脸]
9,你变有钱啊：去掉估计，自信点
10,就酱www：回复@长在树上的蒜苗:国家财政负担重跟医院效率也没有直接联系的，如果你有基本逻辑的话。而且喔，英国无论是公立医院还是私立医院，说实话服务都挺好的。我们这边几次打电话叫救护车都是很快就到了而且完全不要钱，你想想国内叫救护车要多少钱吧
11,共14条回复
12,全是甜份：自始至终，一直很迷惑他的发型！
13,烟笼寒沙：我总觉得他适合去演个疯狂科学家
14,lilac看世界看自己：他的发言其实有力量。尽管观点各不相同。
15,名侦_探南柯：第一个得新冠的领导人，祝平安！
16,Venpor：鬼门关走了一趟，必有后福啊
17,飓风人生：要不要扣绩效工资？
18,风轻雨润w：这样就断言拐点到了！你自己是拐过来了，其他民众拐过来了吗？口罩呼吸机准备够了？WHO刚刚声明，治愈者并不是一定意味着拥有强抗体，不一定意味着不会再感染，还是要小心。
19,veron0476：唯一一个得新冠的正国级吧
20,tg小童哥：#男子疑杀3家人后跳楼身亡#    郏县人大副主任王团伟及妻子郏县广电总局副局长李艳红共同诈骗、索贿。21日，距郏县夜里紧急解封不到一周时间。上午10时：郏县八一路西侧旭宏国际小区发生一震惊郏县及河南的惨案，管路通坠楼死亡，其妻子李海燕、儿子管铭赫、女儿管熙雯被杀害，至今尚未入土为安。
21,乙丁141319：他还不带口罩吗？
22,还是一碗泡面：感受了下有多可怕…
23,焰火即逝：发型还是如此飘逸。。。熟悉的感觉
24,六如往事：一个自称邱吉尔粉丝的首相，但是看起来想到的是对德投降派张伯伦
25,是天蝎塔米啊：这个发型赢了。
26,四月的泡芙SS：自始至终，一直很迷惑他的发型！
27,华西医院廖志林：吃了亏了，晓得厉害了，还是封锁不自由更靠谱点，这是我用健康实践出来的经验，相信我，没错的。首相说：
28,博哥世界：他得了这个，所以有了深刻认识，希望尽快都过去吧
29,感恩上帝恩赐：怀疑这小子演了一出“苦肉计”
30,婚礼主持人崔歌：发型没变，话锋变了。
31,CNMprince：没有亲身体会过就没有发言权 这是在鬼门关走了一遭 这下应该老实了不少
32,春风拂起的发尾：为啥他的头发不能梳一下，真的太乱了
33,逆光而远行：经历了这一次，他就老实了
34,闻人致萱690：教练真是太厉害了
35,小迷如来：他这个身份地位，就不能请一位好点的理发师吗？
36,地瓜地瓜我是你的土豆呀：是不是要扣工资
37,来自欧星的你：转发微博
38,岛中椰：人民的首长
39,喵-sally：看来他还没病糊涂
40,上-古树：长得跟特朗普几分相似
41,腊月雪十二：头发就不能整理下吗？
42,philanthrophic：加油
43,戒-盈：二杆子终于认怂了，大杆子呢？
44,但丁的影子：发型依旧还是这么帅气
45,拓美的梦想家：这发型刚起床就出来了？
46,如果你是我的传说oly：世界各国领导人三大癫王之一。
47,雲42412：这发型，上任以来就没洗过
48,Yako琳：头发凌乱啊
49,飞鱼圣城：可不可以说首相不修边幅
50,卓尔喵：@-全止咸- 麦穗同款发型
51,擅长尬聊的精牛座：刚从icu回来没多久，中气就这么足看起来不像病的快死要进icu的啊?很难让人怀疑之前不是在演戏
52,路人闻香下马：中气十足！看来恢复得不错！赶紧控制疫情，还等着看你们议会辩论呢！
53,HY-XXSC：神速
54,北极星姜：刚有点好转一定要严防，不要大意！人的生命是关键！
55,一片雲朵r：蓬松的头发
56,天噜啦23123：新冠治疗了你的叛逆
57,大眼MMMJ：头发可以剪一剪再出来
58,S木头门：啫喱水，要不要？
59,晨曦桃之夭夭：发型还这么飘逸，靓仔呀
60,那时少年：凌乱的头发
61,李大大有空想症：发型永远这么飒
62,盯着你看123：我们以为无意打扮的发型其实精心为之，塑造出一种亲民平和的形象。这种潜移默化的洗脑真是高级啊
63,百鸟河：得了病痊愈后，更遵重客观事实了。
64,地球村的老王：约翰逊真该问特朗普要一下老特的发型师的电话
65,五_陵_少_年：这爱因斯坦的发型还是那么潇洒
66,高尚的尚蔷薇的薇：他能把发型搞搞么
67,懒笨懒啊：我觉得他比特朗普看着靠谱
68,myfascination：
69,十渡2002：自己领教了病毒的厉害了吧
70,书农1976_180：牛人一个
71,妃玫灏：发型咋滴啦？这发型完美的遮住了锃光瓦亮的秃顶而且还以假乱真到你根本就不认为他是秃顶
72,倾卿005：感觉他有鼻炎。。。。。
73,香道与收藏：正宗英国伦敦腔儿
74,你是眼中的浩瀚星海：命大
75,哈啰无藏：中气这么足，这是新冠刚愈的病人？你说的半个音节我都不信，继续表演吧。
76,陆恒享1891：全民免疫加油！
77,无所畏惧的綦綦：算是一个比较实干的人
78,温茶夫人：感觉是瘦了点
79,温茶夫人：这发型越来越放飞自我了。
80,薄荷泠泠：小金毛还是没洗头
81,dalidegracewa：刚洗完头就出来了
82,Lover土土：能不能把头发修修
83,你要开心啊嗯啊：这个发型哈哈哈随心所欲
84,夜豺爱九皋：演说水平不错
85,DYZ乌双月丶chp：可怕
86,---封印--：熟悉的鸟巢发型又回来了
87,吨吨吨dumdun：看得出来出院很着急就赶来了
88,井上真改：真就强行拐点了呗
89,Angeline_Sun：发型很飘逸
90,NDIESNDIES：发型和体格成反比
91,迈阿密的寒冷L：恢复挺好的1，只是，可以请个托尼老师把头发大理下吧😄
92,马跃成：//@樊建川: //@华西医院廖志林:吃了亏了，晓得厉害了，还是封锁不自由更靠谱点，这是我用健康实践出来的经验，相信我，没错的。首相说：
93,槑有大白兔：您就不能稍微整理一下嘛
94,风du翩翩狗子：新冠时，发型都跟着抗疫了吗
95,森林0927：好像被病毒揍清醒了
96,闲心again：气息还是有点短
97,VitaStudent：鲍师傅以一头不羁的金发宣布回归
98,啥也没有花园：比川普靠谱
99,卷毛不会煎蛋：早起预计的2万指标已经用完了
100,微风徐徐白云飘飘：转发微博
101,大数据某某某：发型真棒//@作家赵瑜2020: 哈哈。回复里有人说约翰逊的发型赢了。
102,shiny999999：应该道歉的不是一个月没有工作，而是错误的抗疫措施。害了那么多人，西方很香引咎辞职呢？！
103,霖汐晨：转发微博
104,风在起时10000：你就不能梳一下头发再出来吗？
105,emaokeerdingxyk：为啥不解除，你的人民要自由。。。。不民主
106,yaoyao786625420：他的发型怎么老是跟鸡窝一样，真想拿剪子给他剪了！
107,新岛真女神：你赞成“群体免疫”，为何自己却接受治疗，而不依靠自然机制战胜自己体内的病毒？你这样做不是违背了自己赞成的“群体免疫”政策吗？拖延了“群体免疫”在国内生效的时间？你感染病毒后更应该积极去接触英国底层的社区啊，应该想方设法的传染更多的英国民众，以使“群体免疫”更快的在英国生效啊！
108,PlanetXia：看起来恢复的不错哦。传说中重症都要掉肉10-20公斤的。而且黑色素沉淀。。
109,百里仁涛乁：最近的手术是不是安排的很满
110,爱情从脸开始：还狂不
111,Hoo渔舟：看起来恢复的不错
112,风再起时Andy：借我借了一把梳子吧……
113,浏览一周：这月工资扣吗？全勤奖还有吗？
114,赵宽：鸟窝依旧
115,木桃爱上琼瑶：他这是一直都不带口罩
116,一江三木：转发微博
117,熬夜劝退w：不敢高声语，恐惊天上人。
118,小鸟真的超级可爱：营销号瞎翻译，英文原话是：我们没有大规模的社区感染，我们赢了“那一场战役”。她的意思是没有大规模社区感染这点做到了，后面都在说要继续防疫。
119,共35条回复
120,落日影院：英文原话主要并不是宣布胜利的架势，仅仅只说have won a battle＝赢得了一场或者说阶段性的战斗，视频大段的重点内容是在强调未来持续防御的必要性。
121,小华哈哈JU：学英语为了不受营销号的骗系列，营销号这样做真的背良心，卑鄙。
122,改个名还有救吗：你上去 评论有些真的看不下去了...
123,共130条回复
124,好狗的俊：五眼联盟恶臭国
125,你的小阿泽阿阿阿：评论区惊现🐸，大家快来抓🐸了
126,共164条回复
127,总有人哎特我：啧啧啧，开心就好！
128,刘星你给我抬头挺胸：emmm我想说……营销号乱翻译的，人家不是这个意思。但是我怕别人骂我牧羊犬😂😂😂
129,共21条回复
130,母婴生活888：但愿有更多的国家宣布战胜了疫情。世界加油！
131,南亭楠：除了美国
132,小俊子mua：知道你为什么会被鸡盯上？
133,共18条回复
134,ANDY譚祖偉：新冠：我专治各种不服和轻视
135,非宁静无以致远wzy：新西兰只有500万人，不到武汉一半。初期本来就病例1000多，封国比较早，现在完全控制住，很合理。
136,YAGUANG1990：新冠：单相思啊兄喋
137,城南月涌：人家说了仍将斗争，是标题取的胜利。智商…
138,道逆吾往：图片评论 O网页链接
139,文家叁哥：总理好漂亮
140,亚平宁的挚爱：漂亮？？？是个龅牙珍好吧💩💩💩💩
141,思绪万千mia：她公然支持台独港毒
142,共21条回复
143,Jasisee：大家都被疯狂带节奏哈哈就是没人仔细看过视频
144,御狐之绊31809：新京报造谣媒体
145,是闪闪惹人爱的阿菁同学：对
146,大阿酷：？？？？？？？？？？？
147,哼唱忈生：特朗普也说过美国做的是全世界最好的
148,这是昵称这是：美国感染人数差不多一百万了，也是震惊我了
149,泰国养蜂人：建国同志大弟子
150,喜欢唱跳rap羽毛球：头像棒
151,V可乐V雪碧V：虽然很反感你们对中国的态度，不过战胜肺炎还要恭喜🎉
152,晒太阳的Kat猫：没听英语原文，会觉得新西兰盲目乐观。听了英语原文，觉得小编对自己的英语水平盲目乐观
153,我是天心無我：愿爱充满地球人类团结.共创和谐.互助互爱.疫情消退.
154,天水播报：#新西兰总理宣布战胜病毒# 何时完全恢复正常生活尚无定论
155,一只史迪崽_：营销号又开始瞎来了。。。英文水平搞上去，再好好营销吧
156,Ben南北_：总理颜值可以
157,明石家今天不做秋刀魚：急功近利
158,沙皮兜儿0714：哗众取宠，断章取义，垃圾媒体！
159,椰奶小草莓：嗤 你在嘲笑新西兰的同时人嘲笑你连话都翻译不明白，真长脸
160,AccurateDevil：挺好笑的，不过现在大环境就这样
161,dusea：你在想屁吃
162,小豆豆呜呜：新京报真是无良媒体？编这些标题逗人玩？
163,齐柏林飞艇三明治：人家也没说彻底胜利，再说新西兰本来就控制的好啊……不能看数据说话吗服了
164,小兰小蓝加小岚：“没有胜利，只有结束”
165,笑而不语请闭嘴：人口少，好控制
166,sd4817599：标题党，媒体生活不容易，我看的透。
167,城璧V：想想那个浙大的叫郑强的货，还说不用学英语，不学英语就等着被这些营销号忽悠就行了
168,柚子泡芙__：英文原话主要并不是宣布胜利的架势，仅仅只说have won a battle＝赢得了一场或者说阶段性的战斗，视频大段的重点内容是在强调未来持续防御的必要性。
169,张焐渊：乱翻
170,绿之蜂：营销号的英文水平偏低
171,echoct28：我还想上网课这就要开学了
172,队长高冷01：去新西兰留学么
173,丝瓜藤上有只可爱的小猴子：标题党
174,您昨天吃饭了吗：学好英语的重要性！！！
175,好男不养猫i：病毒吃掉了你的脑子？
176,拒绝黄拒绝赌拒绝乒乓球：营销号是真会带节奏
177,鞋时尚GUKELAN：好消息不断传来，等待更多的好消息！
178,CrisMin223：澳大利亚才是建国同志的好朋友了，新西兰被澳大利亚带偏也没得办法#新西兰总理宣布抗疫胜利#
